,text,environmental,action
83,"our principal executive offices are located at 10003 woodloch forest drive, the woodlands, texas 77380, and our telephone number at that location is  719‑6000.",environmental,none
149,"pg is used in antifreeze, personal care, etc       butane, propylene and oxygen     mtbe mtbe is an oxygenate that is blended with gasoline to reduce harmful vehicle emissions and to enhance the octane rating of the gasoline.",environmental,none
194,mtbe is an oxygenate that is blended with gasoline to reduce harmful vehicle emissions and to enhance the octane rating of gasoline.,environmental,none
219,"we believe that mdi and formulated mdi systems, which combine mdi and polyols, will continue to grow at approximately double the rate of global gdp driven by the mega trends of energy management, food preservation, demographics and urbanization/transportation.",environmental,none
220,"mdi offers key products benefits of energy efficiency, comfort and durability aligned with these megatrends.",environmental,none
244, mtbe is an oxygenate that is blended with gasoline to reduce harmful vehicle emissions and to enhance the octane rating of gasoline.,environmental,none
435,"in addition to internally produced raw materials, the main raw materials used in the production of our amines are edc, caustic soda, ammonia, hydrogen, methylamines and acrylonitrile.",environmental,none
465,"we sell to more than 1,700 customers in the following end markets: aerospace, automotive, liquid natural gas transport, coatings and construction, printed circuit boards, consumer, industrial and automotive electronics, consumer and industrial appliances, wind power generation, consumer/do it yourself, electrical power transmission and distribution, recreational sports equipment, medical appliances and food and beverage packaging.",environmental,none
485,"our materials address requirements such as long open times for large area applications, fast‑curing adhesives for early removal and rapid through‑put, resistance to high temperature, water and chemicals, thixotropy for gap‑filling or vertical applications, and toughness, impact‑resistance and elasticity to cope with different thermal expansions when bonding larger structures.",environmental,none
523," these dynamic growth markets for thermoset resins are being driven by light weighting and energy efficiency, and are serviced by our leading positions in systems formulations backed by application and process manufacturing knowledge.",environmental,none
541,"increased environmental regulations, particularly in many parts of asia, and consumer awareness about the environmental impact of the apparel industry has resulted in increased demand for sustainably produced textiles.",environmental,none
542,"we are at the forefront of developing sustainable textiles with advanced technology such as non‑fluorinated durable water repellence, waterless dyeing and eco‑friendly digital printing.",environmental,action
543,"our award‑winning avitera® reactive dyeing technology meets global industry environmental standards and helps textile mills increase yield, improve productivity and reduce processing costs by significantly reducing water and energy consumption.",environmental,action
552,we develop and offer processes for technological applications of dyes that enable our customers to improve their production yield and reduce their water and energy consumption.,environmental,action
556," we are at the forefront of the emerging trend in digital textile printing, including the time‑to‑market pressures of rapidly changing fashion trends and environmental concerns.",environmental,none
558,"our innovative and sustainable digital inks technology is designed to help mills improve process efficiency, print reliability and improve overall environmental performance.",environmental,action
566,we work to provide the right balance of products and service to meet the technical and environmental challenges in each of these markets.,environmental,action
571,"the textile effects segment’s avitera® dyes meet global industry environmental standards and helps textile mills increase yield, improve productivity and reduce processing costs by reducing water and energy consumption.",environmental,action
572,"pretreatment and dyeing auxiliaries ensure that these fabrics are processed efficiently and effectively—cleaning the fabrics with fewer chemicals, less energy and less water and thereby minimizing the environmental footprint and reducing the processing costs.",environmental,action
583,textile effects is at the forefront of the emerging trend in digital textile printing including the time‑to‑market pressures of rapidly changing fashion trends and environmental concerns.,environmental,none
585,"the innovative and sustainable digital ink technology is designed to help mills improve process efficiency, print reliability and improve overall environmental performance.",environmental,action
594,"process competence, which we define as applying know‑how and expertise to improve customers’ processes, allows us to utilize our technical service to reduce cost, enhance efficiency and offer recommendations to improve the ecological and environmental footprint in the wet processing of textiles.",environmental,action
614,we are a leader in environmentally sustainable chemistry with products that help customers enhance efficiency and reduce their environmental footprint.,environmental,none
616,"in addition, we engage regularly with downstream brands and retailers on industry and sustainability issues.",environmental,action
645,"23   table of contents environmental, health and safety matters general we are subject to extensive federal, state, local and international laws, regulations, rules and ordinances relating to occupational health and safety, process safety, pollution, protection of the environment and natural resources, product management and distribution, and the generation, storage, handling, transportation, treatment, disposal and remediation of hazardous substances and waste materials.",environmental,none
646,"in the ordinary course of business, we are subject to frequent environmental inspections and monitoring and occasional investigations by governmental enforcement authorities.",environmental,none
648,"actual or alleged violations of safety laws, environmental laws or permit requirements could result in restrictions or prohibitions on plant operations or product distribution, substantial civil or criminal sanctions, or injunctions limiting or prohibiting our operations altogether.",environmental,none
649,"in addition, some environmental laws may impose liability on a strict, joint and several basis.",environmental,none
650,"moreover, changes in environmental regulations could inhibit or interrupt our operations, or require us to modify our facilities or operations and make significant environmental compliance expenditures.",environmental,none
651,"accordingly, environmental or regulatory matters may cause us to incur significant unanticipated losses, costs or liabilities.",environmental,none
652,"information related to environmental, health and safety matters may also be found in other areas of this report including “—item 1a.",environmental,none
654,summary of significant accounting policies—environmental expenditures” to our consolidated financial statements and “note 19.,environmental,none
655,environmental health and safety matters” to our consolidated financial statements.,environmental,none
656,"environmental, health and safety systems we are committed to achieving and maintaining compliance with all applicable ehs legal requirements, and we have developed policies and management systems that are intended to identify the multitude of ehs legal requirements applicable to our operations, enhance compliance with applicable legal requirements, improve the safety of our employees, contractors, community neighbors and customers and minimize the production and emission of wastes and other pollutants.",environmental,action
659,"environmental remediation we have incurred, and we may in the future incur, liability to investigate and clean up waste or contamination at our current or former facilities or facilities operated by third parties at which we may have disposed of waste or other materials.",environmental,none
660,"similarly, we may incur costs for the cleanup of waste that was disposed of prior to the purchase of our businesses.",environmental,none
661,"under some circumstances, the scope of our liability may extend to damages to natural resources.",environmental,none
668,"regulatory matters greenhouse gas regulation and climate change globally, our operations are increasingly subject to regulations that seek to reduce emissions of greenhouse gases, such as carbon dioxide and methane, which may be contributing to changes in the earth’s climate.",environmental,none
669,"at the durban negotiations of the conference of the parties to the kyoto protocol in 2012, a limited group of nations, 24   table of contents including the european union, agreed to a second commitment period for the kyoto protocol, an international treaty that provides for reductions in ghg emissions.",environmental,action
670,"more significantly, the eu ghg emissions trading system, established pursuant to the kyoto protocol to reduce ghg emissions in the eu, continues in its third phase.",environmental,action
