,text,environmental,action
89,"we are a leading global producer in many of our key product lines, including mdi, amines, surfactants, epoxy-based polymer formulations, textile chemicals, dyes, maleic anhydride and titanium dioxide.",environmental,none
125,mtbe is an oxygenate that is blended with gasoline to reduce harmful vehicle emissions and to enhance the octane rating of gasoline.,environmental,none
169,    mtbe is an oxygenate that is blended with gasoline to reduce harmful vehicle emissions and to enhance the octane rating of gasoline.,environmental,none
305,carbonates.,environmental,none
306,    ethylene and propylene carbonates are manufactured by reacting eo and po with carbon dioxide.,environmental,none
308,"they are also increasingly being used as a photo-resist solvent in the manufacture of printed circuit boards, solar panels, lcd screens and the production of lithium batteries.",environmental,none
314,"our maleic anhydride technology is a proprietary fixed bed process with solvent recovery and is characterized by low butane consumption and an energy-efficient, high-percentage solvent recovery system.",environmental,none
376,"in addition to internally produced raw materials, the main raw materials used in the production of our amines are ethylene dichloride, caustic soda, ammonia, hydrogen, methylamines and acrylonitrile.",environmental,none
434,"  we sell our adhesive products on a global basis into diverse, industry-specific markets, which include the aerospace, wind turbine, lng transport, filter bonding, solar cell and other industrial application markets.",environmental,none
441,"the purpose of these products is to insulate, protect or shield either the environment from electrical current or electrical devices from the environment, such as temperature or humidity.",environmental,none
523,"pretreatment and dyeing auxiliaries ensure that these fabrics are processed efficiently and effectively—cleaning the fabrics with fewer chemicals, less energy and less water and thereby minimizing the environmental footprint and reducing the processing costs.",environmental,action
549,pigments general we are a global leader in the creation of titanium dioxide solutions.,environmental,none
550,"titanium dioxide is a white inert pigment which provides whiteness, opacity and brightness to thousands of everyday items including paints, plastics, paper, inks, food and personal care products.",environmental,none
552,"we use our expertise in titanium dioxide to create solutions for our customers that can deliver much more than whiteness and opacity including freeing capacity, reducing energy use and enabling infrastructure to last longer.",environmental,action
553,"our tioxide® and deltio® brands are made in our seven manufacturing facilities around the globe and service over 1,200 customers in practically all industries and geographic regions.",environmental,none
557,our award winning altiris® pigment can increase the solar reflective properties in a wide range of colored exterior coatings.,environmental,none
558,improving the solar reflectance of structures can reduce the surface and interior temperatures of buildings resulting in lower energy consumption within these structures.,environmental,none
559,"in addition, in 2012 we approved the investment of approximately $40 million at our scarlino, italy site to widen the range of feedstocks which the site could use and to produce value adding co-products, and in 2013 we expect to commission our new magnesium sulfate fertilizer manufacturing operation at our calais, france site which will increase the efficiency, sustainability and cost effectiveness of the site.",environmental,action
560,"products and markets historically, global titanium dioxide demand growth rates tend to closely track global gdp growth rates.",environmental,none
571,our company is one of the five major producers of titanium dioxide.,environmental,none
572,"beyond these producers, the titanium dioxide industry currently has a large number of small regional or local producers, especially in china.",environmental,none
573,"titanium dioxide supply has historically kept pace with increases in demand as producers increased capacity through low cost incremental debottlenecks, efficiency improvements and, more recently, new capacity additions in china.",environmental,action
574,"during periods of low titanium dioxide demand, the industry experiences high stock levels and consequently reduces production to manage working capital.",environmental,none
577,"sales and marketing approximately 85% of our titanium dioxide sales are made through our global sales and technical services network, enabling us to work closely with our customers.",environmental,action
578,our focused sales effort and local manufacturing presence have allowed us to achieve leading market shares in a number of the countries where we manufacture titanium dioxide.,environmental,action
582,"this is evidenced by our deltio® pigments range which helps our customers to liberate capacity, reduce energy, improve working environments and reduce waste.",environmental,action
584,approximately 72% of our titanium dioxide capacity is located in western europe.,environmental,none
593,"the new facility will enable the closure of part of our calais effluent treatment plant, which is expected to increase the efficiency, sustainability and cost effectiveness of the entire calais site.",environmental,action
603,raw materials the primary raw materials used to produce titanium dioxide are titanium bearing ores.,environmental,none
612,titanium dioxide producers extract titanium from ores and process it into pigmentary titanium dioxide using either the chloride or sulfate process.,environmental,none
615,co-products from both processes require treatment prior to disposal in order to comply with environmental regulations.,environmental,none
624,"moreover, the sulphate based titanium dioxide technology used by our pigments business is widely available.",environmental,none
660,"environmental, health and safety matters general we are subject to extensive federal, state, local and international laws, regulations, rules and ordinances relating to safety, pollution, protection of the environment, product management and distribution, and the generation, storage, handling, transportation, treatment, disposal and remediation of hazardous substances and waste materials.",environmental,none
661,"in the ordinary course of business, we are subject to frequent environmental inspections and monitoring and occasional investigations by governmental enforcement authorities.",environmental,none
