,text,environmental,action
81,"our principal executive offices are located at 10003 woodloch forest drive, the woodlands, texas 77380, and our telephone number at that location is  719-6000.",environmental,none
82,"recent developments on january 30, 2017, our titanium dioxide manufacturing facility in pori, finland experienced fire damage and is currently not operational.",environmental,none
86,"the pori facility has a nameplate capacity of 130,000 metric tons, which represents approximately 15% of our total titanium dioxide capacity and approximately 10% of total european titanium dioxide demand.",environmental,none
96,"as noted above, there was fire damage sustained at our titanium dioxide facility in pori, finland.",environmental,none
111,"we are a leading global producer in many of our key product lines, including mdi, amines, surfactants, maleic anhydride, epoxy-based polymer formulations, textile chemicals, dyes, titanium dioxide and color pigments.",environmental,none
127,", zaber & zubair pigments and additives   titanium dioxide, functional additives, color pigments, timber treatment and water treatment chemicals   paints and coatings, plastics, paper, printing inks, ceramics, pharmaceuticals, food, cosmetics, wood protection and water purity   akzonobel, basf, clariant, jotun, polyone, ppg 4 table of contents for additional information about our business segments, including related financial information, see note 26.",environmental,none
149,mtbe is an oxygenate that is blended with gasoline to reduce harmful vehicle emissions and to enhance the octane rating of gasoline.,environmental,none
174,"we believe that mdi and formulated mdi systems, which combine mdi and polyols, will continue to grow at approximately double the rate of global gdp driven by the mega trends of energy management, food preservation, demographics and urbanization/transportation.",environmental,none
175,"mdi offers key products benefits of energy efficiency, comfort and durability aligned with these megatrends.",environmental,none
199,    mtbe is an oxygenate that is blended with gasoline to reduce harmful vehicle emissions and to enhance the octane rating of gasoline.,environmental,none
385,"in addition to internally produced raw materials, the main raw materials used in the production of our amines are edc, caustic soda, ammonia, hydrogen, methylamines and acrylonitrile.",environmental,none
415,"we sell to more than 1,900 customers in the following end markets: aerospace, automotive, liquid natural gas transport, coatings and construction, printed circuit boards, consumer and industrial electronics, consumer and industrial appliances, wind power generation, consumer/do it yourself, electrical power transmission and distribution, recreational sports equipment, medical appliances and food and beverage packaging.",environmental,none
434,"our materials address requirements such as long open times for large area applications, fast-curing adhesives for early removal and rapid through-put, resistance to high temperature, water and chemicals, thixotropy for gap-filling or vertical applications, and toughness, impact-resistance and elasticity to cope with different thermal expansions when bonding larger structures.",environmental,none
474,"    these dynamic growth markets for thermoset resins are being driven by light weighting and energy efficiency, and are serviced by our leading positions in systems formulations backed by application and process manufacturing knowledge.",environmental,none
492,"increased environmental regulations, particularly in china, and consumer 20 table of contents awareness about the environmental impact of the apparel industry has resulted in increased demand for sustainably produced textiles.",environmental,none
493,"we are at the forefront of developing sustainable textiles with advanced technology such as non-fluorinated durable water repellence, waterless dyeing and eco-friendly digital printing.",environmental,action
494,"our award-winning avitera® reactive dyeing technology meets global industry environmental standards and helps textile mills increase yield, improve productivity and reduce processing costs by significantly reducing water and energy consumption.",environmental,action
503,we develop and offer processes for technological applications of dyes that enable our customers to improve their production yield and reduce their water and energy consumption.,environmental,action
507,"    we are at the forefront of the emerging trend in digital textile printing, including the time-to-market pressures of rapidly changing fashion trends and environmental concerns.",environmental,none
509,"our innovative and sustainable digital inks technology is designed to help mills improve process efficiency, print reliability and improve overall environmental performance.",environmental,action
517,we work to provide the right balance of products and service to meet the technical and environmental challenges in each of these markets.,environmental,action
522,"the textile effects segment's avitera® dyes meet global industry environmental standards and helps textile mills increase yield, improve productivity and reduce processing costs by reducing water and energy consumption.",environmental,action
523,"pretreatment and dyeing auxiliaries ensure that these fabrics are processed efficiently and effectively—cleaning the fabrics with fewer chemicals, less energy and less water and thereby minimizing the environmental footprint and reducing the processing costs.",environmental,action
534,textile effects is at the forefront of the emerging trend in digital textile printing including the time-to-market pressures of rapidly changing fashion trends and environmental concerns.,environmental,none
536,"the innovative and sustainable digital ink technology is designed to help mills improve process efficiency, print reliability and improve overall environmental performance.",environmental,action
545,"process competence, which we define as applying know-how and expertise to improve customers' processes, allows us to utilize our technical service to reduce cost, enhance efficiency and offer recommendations to improve the ecological and environmental footprint in the wet processing of textiles.",environmental,action
565,we are a leader in environmentally sustainable chemistry with products that help customers enhance efficiency and reduce their environmental footprint.,environmental,none
567,"in addition, we engage regularly with downstream brands and retailers on industry and sustainability issues.",environmental,action
570,"in 2014, we acquired the performance additives and titanium dioxide businesses of rockwood holdings, inc.",environmental,none
571,", broadening our specialty titanium dioxide product offerings and adding significant scale and capacity to our titanium dioxide facilities.",environmental,action
576,"we operate eight titanium dioxide manufacturing facilities in europe, north america and asia and 19 color pigments, functional additives, water treatment and timber treatment manufacturing and processing facilities in europe, north america, asia and australia.",environmental,none
588,"as noted in —recent developments above, there was fire damage sustained at our titanium dioxide facility in pori, finland.",environmental,none
590,25 table of contents products and markets titanium dioxide.,environmental,none
591,"    titanium dioxide is derived from titanium bearing ores and is a white inert pigment that provides whiteness, opacity and brightness to thousands of everyday items, including coatings, plastics, paper, printing inks, fibers, food and personal care products.",environmental,none
592,we are one of the six major producers of titanium dioxide that collectively account for approximately 60% of global tio2 production capacity according to tz mineral international pty ltd.,environmental,none
595,"we are among the three largest global titanium dioxide producers, with nameplate production capacity of approximately 782,000 metric tons per year, accounting for approximately 11% of global titanium dioxide production capacity.",environmental,none
600,"global tio2 demand growth rates tend to track gdp growth rates over the medium term; however, this varies by region.",environmental,none
604,the tio2 industry experiences some seasonality in its sales reflecting the high exposure to seasonal coatings end-use markets.,environmental,none
617,co-products from both processes require treatment prior to disposal in order to comply with environmental regulations.,environmental,none
618,"in order to reduce our disposal costs and to increase our cost competitiveness, we have developed and marketed the co-products of our titanium dioxide manufacturing.",environmental,action
647,    we manufacture wood protection chemicals used primarily in residential and commercial applications to prolong the service life of wood through protection from decay and fungal or insect attack.,environmental,none
654,"we manufacture our water treatment chemicals in germany, and these products are used to improve water purity in industrial, commercial and municipal applications.",environmental,none
656,our main markets are municipal and industrial waste water treatment and the paper industry.,environmental,none
658,"these customers produce paints and coatings, plastics, paper, printing inks, fibers and films, pharmaceuticals, food, cosmetics, materials for the construction industry, catalyst applications and protect wood and treat water with our chemicals.",environmental,none
673,"    annual capacity   product area   eame   north america   apac   total   titanium dioxide     647,000     75,000     60,000     782,000   functional additives     100,000                 100,000   color pigments     85,000     55,000     20,000     160,000   timber treatment           140,000           140,000   water treatment     140,000                 140,000   eame refers to europe, africa and the middle east.",environmental,none
676,approximately 80% of our titanium dioxide capacity is in western europe.,environmental,none
683,titanium dioxide joint venture.,environmental,none
698,"ore accounts for approximately 45% 30 table of contents of titanium dioxide variable manufacturing costs, while utilities, sulfuric acid and chlorine collectively account for approximately 30% of variable manufacturing costs.",environmental,none
717,"our key competitors are chemours, tronox, kronos and cristal, each of which is a major global producer with the ability to service all global markets and billions, a chinese titanium dioxide producer.",environmental,none
766,"environmental, health and safety matters general we are subject to extensive federal, state, local and international laws, regulations, rules and ordinances relating to safety, pollution, protection of the environment, product management and distribution, and the generation, storage, handling, transportation, treatment, disposal and remediation of hazardous substances and waste materials.",environmental,none
767,"in the ordinary course of business, we are subject to frequent environmental inspections and monitoring and occasional investigations by governmental enforcement authorities.",environmental,none
769,"actual or alleged violations of safety laws, environmental laws or permit requirements could result in restrictions or prohibitions on plant operations or product distribution, substantial civil or criminal sanctions, as well as, under some environmental laws, the assessment of strict liability and/or joint and several liability.",environmental,none
770,"moreover, changes in environmental regulations could inhibit or interrupt our operations, or require us to modify our facilities or operations.",environmental,none
771,"accordingly, environmental or regulatory matters may cause us to incur significant unanticipated losses, costs or liabilities.",environmental,none
772,"information related to environmental, health and safety matters may also be found in other areas of this report including —item 1a.",environmental,none
774,summary of significant accounting policies—environmental expenditures to our consolidated financial statements and note 21.,environmental,none
775,environmental health and safety matters to our consolidated financial statements.,environmental,none
776,"environmental, health and safety systems we are committed to achieving and maintaining compliance with all applicable ehs legal requirements, and we have developed policies and management systems that are intended to identify the multitude of ehs legal requirements applicable to our operations, enhance compliance with applicable legal requirements, improve the safety of our employees, contractors, community neighbors and customers and minimize the production and emission of wastes and other pollutants.",environmental,action
778,"environmental remediation we have incurred, and we may in the future incur, liability to investigate and clean up waste or contamination at our current or former facilities or facilities operated by third parties at which we may have disposed of waste or other materials.",environmental,none
779,"similarly, we may incur costs for the cleanup of waste that 33 table of contents was disposed of prior to the purchase of our businesses.",environmental,none
780,"under some circumstances, the scope of our liability may extend to damages to natural resources.",environmental,none
787,"regulatory matters greenhouse gas regulation and climate change globally, our operations are increasingly subject to regulations that seek to reduce emissions of greenhouse gases, such as carbon dioxide and methane, which may be contributing to changes in the earth's climate.",environmental,none
788,"at the durban negotiations of the conference of the parties to the kyoto protocol in 2012, a limited group of nations, including the european union, agreed to a second commitment period for the kyoto protocol, an international treaty that provides for reductions in ghg emissions.",environmental,action
789,"more significantly, the eu ghg emissions trading system, established pursuant to the kyoto protocol to reduce ghg emissions in the eu, continues in its third phase.",environmental,action
790,the eu parliament has used a process to formalize backloading—the withholding of ghg allowances during the trading period from 2014 to 2016 with additional allowances auctioned during 2019 to 2020—to prop up carbon prices.,environmental,action
794,"in addition, the eu has announced the binding target to reduce domestic ghg emissions by at least 40% below the 1990 level by 2030.",environmental,action
795,the european commission proposed an objective of increasing the share of renewable energy to at least 27% of the eu's energy consumption by 2030.,environmental,action
797,the european commission also proposed a 30% energy savings target for 2030.,environmental,action
799,"in addition, at the 2015 united nations framework convention on climate change in paris, the u.",environmental,none
801,"and nearly 200 other nations entered into an international climate agreement, which entered into effect in november 2016.",environmental,action
802,"although the agreement does not create any binding obligations for nations to limit their ghg emissions, it does include pledges to voluntarily limit or reduce future emissions.",environmental,action
806,federal climate change legislation in the u.,environmental,none
809,"as a result, domestic efforts to curb ghg emissions will continue to be led by the u.",environmental,none
811,environmental protection agency's ghg regulations and the efforts of states.,environmental,none
813,significant expansions of our existing facilities or construction of new facilities may be subject to the clean air act's requirements for 34 table of contents pollutants regulated under the prevention of significant deterioration and title v programs.,environmental,none
814,"some of our facilities are also subject to the epa's mandatory reporting of greenhouse gases rule, and any further regulation may increase our operational costs.",environmental,none
