,text,environmental,action
81,"recent developments rockwood acquisition on october 1, 2014, we completed the acquisition of the performance additives and titanium dioxide businesses of rockwood holdings, inc.",environmental,action
83,these businesses manufacture and market titanium dioxide and performance additives products.,environmental,none
97,"on february 12, 2015, we announced plans to reduce our titanium dioxide capacity by approximately 100 kt by closing specific operations at our calais, france facility, subject to consultation with employees and appropriate representative groups.",environmental,action
107,"we are a leading global producer in many of our key product lines, including mdi, amines, surfactants, maleic anhydride, epoxy-based polymer formulations, textile chemicals, dyes, titanium dioxide and color pigments.",environmental,none
123,", zaber & zubair pigments and additives   titanium dioxide, functional additives, color pigments, timber treatment and water treatment chemicals   paints and coatings, plastics, paper, printing inks, ceramics, pharmaceuticals, food, cosmetics, wood protection and water purity   akzonobel, basf, clariant, jotun, polyone, ppg 4 table of contents for additional information about our business segments, including related financial information, see note 24.",environmental,none
145,mtbe is an oxygenate that is blended with gasoline to reduce harmful vehicle emissions and to enhance the octane rating of gasoline.,environmental,none
193,    mtbe is an oxygenate that is blended with gasoline to reduce harmful vehicle emissions and to enhance the octane rating of gasoline.,environmental,none
333,carbonates.,environmental,none
334,    ethylene and propylene carbonates are manufactured by reacting eo and po with carbon dioxide.,environmental,none
336,"they are also increasingly being used as a photo-resist solvent in the manufacture of printed circuit boards, solar panels, lcd screens and the production of lithium batteries.",environmental,none
346,"our maleic anhydride technology is a proprietary fixed bed process with solvent recovery and is characterized by low butane consumption and an energy-efficient, high-percentage solvent recovery system.",environmental,none
407,"in addition to internally produced raw materials, the main raw materials used in the production of our amines are ethylene dichloride, caustic soda, ammonia, hydrogen, methylamines and acrylonitrile.",environmental,none
463,"  we sell our adhesive products on a global basis into diverse, industry-specific markets, which include the aerospace, wind turbine, lng transport, filter bonding, solar cell and other industrial application markets.",environmental,none
470,"the purpose of these products is to insulate, protect or shield either the environment from electrical current or electrical devices from the environment, such as temperature or humidity.",environmental,none
547,"pretreatment and dyeing auxiliaries ensure that these fabrics are processed efficiently and effectively—cleaning the fabrics with fewer chemicals, less energy and less water and thereby minimizing the environmental footprint and reducing the processing costs.",environmental,action
556,"process competence—applying know-how and expertise to improve customers' processes—allows us to utilize our technical service to reduce cost, enhance efficiency and offer recommendations to improve the ecological and environmental footprint in the wet processing of textiles.",environmental,action
583,"in connection with securing certain regulatory approvals required to complete the rockwood acquisition, we sold our tio2 tr52 product line used in printing inks to henan in december 2014.",environmental,action
590,"24 table of contents on february 12, 2015, we announced plans to reduce our titanium dioxide capacity by approximately 100 kt by closing specific operations at our calais, france facility, subject to consultation with employees and appropriate representative groups.",environmental,action
593,products and markets titanium dioxide.,environmental,none
595,"titanium dioxide is derived from titanium bearing ores and is a white inert pigment that provides whiteness, opacity and brightness to thousands of everyday items including paints, plastics, paper, inks, fibers, food and personal care products.",environmental,none
596,"we own a portfolio of brands including tioxide® and hombitan ranges, such as deltio, altiris, sikovit, granufin, solarox and solaplex, which are produced in our ten manufacturing facilities around the globe.",environmental,none
600,"global titanium dioxide demand growth rates tend to closely track gdp growth rates; however, this varies by region.",environmental,none
611,our company is one of the five major producers of titanium dioxide in the world.,environmental,none
612,"beyond these producers, the titanium dioxide industry currently has a large number of small regional or local producers, particularly in china.",environmental,none
613,"titanium dioxide supply has historically kept pace with increases in demand as producers increased capacity through low cost incremental debottlenecks, efficiency improvements and, more recently, new capacity additions in china.",environmental,action
614,"during periods of low titanium dioxide demand, the industry experiences high stock levels and consequently reduces production to manage working capital.",environmental,none
