,text,environmental,action
75,"our principal executive offices are located at 10003 woodloch forest drive, the woodlands, texas 77380, and our telephone number at that location is  719-6000.",environmental,none
178,"we believe that mdi and formulated mdi systems, which combine mdi and polyols, will continue to grow at approximately double the rate of global gdp driven by the mega trends of energy management, food preservation, demographics and urbanization/transportation.",environmental,none
179,"mdi offers key products benefits of energy efficiency, comfort and durability aligned with these megatrends.",environmental,none
255,"we believe we are the largest global producer of polyetheramines, one of the largest producers of 2- ethanol, sold under our dga™ brand, the largest global producer making the full range of ethyleneamines, the second largest producer of morpholine and a leading global producer of low emission polyurethane catalysts.",environmental,none
318,"raw materialsthe main raw materials used in the production of our amines are eo, po, glycols, edc, caustic soda, ammonia, hydrogen, methylamines and acrylonitrile.",environmental,none
339,"we sell to nearly 1,700 customers in the following end markets: aerospace, automotive, liquid natural gas transport, coatings and construction, printed circuit boards, consumer, industrial and automotive electronics, consumer and industrial appliances, wind power generation, consumer/do it yourself, electrical power transmission and distribution, recreational sports equipment, medical appliances and food and beverage packaging.",environmental,none
351,"our materials address requirements such as long open times for large area applications, fast-curing adhesives for early removal and rapid through-put, resistance to high temperature, water and chemicals, thixotropy for gap-filling or vertical applications, and toughness, impact-resistance and elasticity to cope with different thermal expansions when bonding larger structures.",environmental,none
361,"our product technologies enhance performance and productivity at low voc and environmental impact in several coatings and construction applications, like heavy duty protection, marine, transportation, food packaging, flooring and chemical anchoring.",environmental,none
413,the wind market for thermoset resins is being driven by light weighting and energy efficiency and our product offering with standard products and custom-made formulations allows for competitively priced solutions backed by an effective supply chain.,environmental,none
422,"increased environmental regulations, particularly in many parts of asia, and consumer awareness about the environmental impact of the apparel industry has resulted in increased demand for sustainably produced textiles.",environmental,none
423,"we are at the forefront of developing sustainable textiles with advanced technology such as non-fluorinated durable water repellence, and eco-friendly digital printing.",environmental,action
424,"our 14 table of contentsaward-winning avitera® reactive dyeing technology meets global industry environmental standards and helps textile mills increase yield, improve productivity and reduce processing costs by significantly reducing water and energy consumption.",environmental,action
432,we develop and offer processes for technological applications of dyes that enable our customers to improve their production yield and reduce their water and energy consumption.,environmental,action
436,"we are at the forefront of the emerging trend in digital textile printing, including the time-to-market pressures of rapidly changing fashion trends and environmental concerns.",environmental,none
438,"our innovative and sustainable digital inks technology is designed to help mills improve process efficiency, print reliability and improve overall environmental performance.",environmental,action
446,we work to provide the right balance of products and service to meet the technical and environmental challenges in each of these markets.,environmental,action
451,"the textile effects segment’s avitera® dyes meet global 15 table of contentsindustry environmental standards and helps textile mills increase yield, improve productivity and reduce processing costs by reducing water and energy consumption.",environmental,action
452,"pretreatment and dyeing auxiliaries ensure that these fabrics are processed efficiently and effectively—cleaning the fabrics with fewer chemicals, less energy and less water and thereby minimizing the environmental footprint and reducing the processing costs.",environmental,action
463,"our textile effects segment is at the forefront of the emerging trend in digital textile printing, including the time-to-market pressures of rapidly changing fashion trends and environmental concerns.",environmental,none
465,"the innovative and sustainable digital ink technology is designed to help mills improve process efficiency, print reliability and improve overall environmental performance.",environmental,action
476,"process competence, which we define as applying know-how and expertise to improve customers’ processes, allows us to utilize our technical service to reduce cost, enhance efficiency and offer recommendations to improve the ecological and environmental footprint in the wet processing of textiles.",environmental,action
495,we are a leader in environmentally sustainable chemistry with products that help customers enhance efficiency and reduce their environmental footprint.,environmental,none
497,"in addition, we engage regularly with downstream brands and retailers on industry and sustainability issues.",environmental,action
522,"environmental, health and safety mattersgeneralwe are subject to extensive federal, state, local and international laws, regulations, rules and ordinances relating to occupational health and safety, process safety, pollution, protection of the environment and natural resources, product management and distribution, and the generation, storage, handling, transportation, treatment, disposal and remediation of hazardous substances and waste materials.",environmental,none
523,"in the ordinary course of business, we are subject to frequent environmental inspections and monitoring and occasional investigations by governmental enforcement authorities.",environmental,none
525,"actual or alleged violations of safety laws, environmental laws or permit requirements could result in restrictions or prohibitions on plant operations or product distribution, substantial civil or criminal sanctions, or injunctions limiting or prohibiting our operations altogether.",environmental,none
526,"in addition, some environmental laws may impose liability on a strict, joint and several basis.",environmental,none
527,"moreover, changes in environmental regulations could inhibit or interrupt our 18 table of contentsoperations, or require us to modify our facilities or operations and make significant environmental compliance expenditures.",environmental,none
528,"accordingly, environmental or regulatory matters may cause us to incur significant unanticipated losses, costs or liabilities.",environmental,none
529,"information related to environmental, health and safety matters may also be found in other areas of this report including “—item 1a.",environmental,none
