,text,environmental,action
40,We are committed to global sustainability and are advancing responsible eco-practices and solutions in our three business segments.,environmental,action
62,We also produce antioxidants used in fuels and lubricants.,environmental,none
63,"Our line of Ethanox® fuel and lubricant antioxidants is used by refiners and fuel marketers to extend fuel storage life and protect fuel systems, and by oil marketers and lubricant manufacturers to extend the useful life of lubricating oils, fluids and greases used in engines and various types of machinery.",environmental,none
112,"In renewable, non-crude based fuels, we have also launched new catalysts for customers, along with ongoing research and development initiatives with additional potential customers.",environmental,action
115,"Our FCC additives are used to remove sulfur in gasoline and to reduce emissions of sulfur dioxide and nitrogen oxide in FCC units, to increase liquefied petroleum gas olefins yield and to boost octane in gasoline.",environmental,action
124,"In electronic materials, we manufacture and sell high purity metal organic products into electronic applications such as the production of light emitting diodes for displays and general lighting, as well as other products used in the production of solar cells.",environmental,none
165,"We believe that these services position us to support customers in developing their new products, such as new drugs, specialty materials and chemicals from renewables.",environmental,none
172,"Our agrichemicals are sold to agrichemical manufacturers and distributors that produce and distribute finished agricultural herbicides, insecticides, fungicides and soil fumigants.",environmental,none
173,"Our products include orthoalkylated anilines used in the acetanilide family of pre-emergent herbicides used with corn, soybeans and other crops and methyl bromide, which is used as a soil fumigant.",environmental,none
175,"In recent years, the market for methyl bromide has changed significantly, driven by the Montreal Protocol of 1990 and related regulations prompted by findings regarding the chemical’s potential to deplete the ozone layer.",environmental,none
176,"Methyl bromide is injected into the soil by end users before planting to eliminate bacteria, nematodes, fungus and weeds.",environmental,none
179,In accordance with the Montreal Protocol and the U.,environmental,none
181,"Clean Air Act, completion of the phase-out of methyl bromide as a fumigant in the U.",environmental,none
188,"Environmental Protection Agency, or EPA, the U.",environmental,none
215,"Through research and development, we continue to seek increased margins by introducing value-added products and proprietary processes and innovative green chemistry technologies.",environmental,action
216,"Our green chemistry efforts focus on the development of products that benefit society in a manner that minimizes waste and the use of raw materials and energy, avoids the use of toxic reagents and solvents and is produced in safe, environmentally friendly manufacturing processes.",environmental,action
217,Green chemistry is encouraged with our researchers through periodic focus group discussions and special rewards and recognition for outstanding new green developments.,environmental,action
220,"Flame retardant research is focused primarily on developing new flame retardants which not only meet the higher performance requirements required by today’s polymer producers, formulators and original equipment manufacturers but which also have superior toxicological and environmental profiles, such as our newly commercialized EarthwiseTM brand, which provides polymer solutions products that are greatly enhanced in both end product performance and environmental responsibility.",environmental,action
224,Refinery catalysts research is focused primarily on the development of more effective catalysts and related additives to produce clean fuels and to maximize the production of the highest value refined products.,environmental,action
226,"For biofuel production, we work closely with customers to develop sustainable and efficient liquid fuels from renewable resources, including the supply of catalysts for the production of high-performance biodiesel.",environmental,action
228,"Another area of research is the development of bromine-based products for use as biocides in industrial water treatment and food safety applications, and as additives used to reduce mercury emissions from coal-fired power plants.",environmental,action
244,"We devote significant resources and have developed and implemented comprehensive programs to promote the health and safety of our employees and we maintain an active health, safety and environmental program.",environmental,action
260,"Recently, there has been increased scrutiny by regulatory authorities, legislative bodies and environmental interest groups in various countries in the world of certain brominated flame retardants.",environmental,none
262,"Concern about the impact of some of our products on human health or the environment may lead to regulation or reaction in our markets, independent of regulation.",environmental,none
274,"Environmental Regulation We are subject to numerous foreign, federal, state and local environmental laws and regulations, including those governing the discharge of pollutants into the air and water, the management and disposal of hazardous substances and wastes and the cleanup of contaminated properties.",environmental,none
