,text,environmental,action
84,"Lithium—Raw Materials and Significant Supply ContractsWe obtain lithium through solar evaporation of our ponds at the Salar de Atacama, in Chile, and in Silver Peak, Nevada.",environmental,none
95,"In February 2016, we announced that we were granted approval by the Environmental Assessment Commission of the Antofagasta Region to increase our currently authorized lithium brine removal rate in the Salar de Atacama.",environmental,action
101,"Our mineral rights in Silver Peak, Nevada consist of our right to access lithium brine pursuant to our permitted and certificated senior water rights, a settlement agreement with the U.",environmental,none
104,"Pursuant to the 1991 agreement, our water rights and our land claims, we have rights to all lithium that we can remove economically from the Clayton Valley Basin in Nevada.",environmental,none
110,"Based on our 2016 production levels, we believe that the amount of lithium brine we can economically obtain from our Silver Peak, Nevada site pursuant to our rights could support the current levels of lithium carbonate production for approximately 20 years.",environmental,none
128,"In electronic materials, we manufacture and sell high purity metal organic products into electronic applications such as the production of light-emitting diodes for displays and general lighting, as well as other products used in the production of solar cells.",environmental,none
167,"Their application enables the upgrading of oil fractions to clean fuels and other usable oil feedstocks and products by removing sulfur, nitrogen and other impurities from the feedstock.",environmental,none
168,"In addition, they improve product properties by adding hydrogen and in some cases improve the performance of downstream catalysts and processes.",environmental,action
171,"Our FCC additives are used to reduce emissions of sulfur dioxide and nitrogen oxide in FCC units and to increase liquefied petroleum gas olefins yield, such as propylene, and to boost octane in gasoline.",environmental,none
201,"Through research and development, we continue to seek increased margins by introducing value-added products and proprietary processes and innovative green chemistry technologies.",environmental,action
202,"Our green chemistry efforts focus on the development of products that benefit society in a manner that minimizes waste and the use of raw materials and energy, avoids the use of toxic reagents and solvents and is produced in safe, environmentally friendly manufacturing processes.",environmental,action
203,Green chemistry is encouraged with our researchers through periodic focus group discussions and special rewards and recognition for outstanding new green developments.,environmental,action
209,"Fire safety solutions research is focused primarily on developing new flame retardants which not only meet the higher performance requirements required by today’s polymer producers, formulators and original equipment manufacturers but which also have superior toxicological and environmental profiles.",environmental,action
210,Another area of research is the development of bromine-based products for use as biocides in industrial water treatment and food safety applications and as additives used to reduce mercury emissions from coal-fired power plants.,environmental,action
212,Refinery catalysts research is focused primarily on the development of more effective catalysts and related additives to produce clean fuels and to maximize the production of the highest value refined products through hydrotreating catalyst technologies.,environmental,action
