,text,environmental,action
68,"3Albemarle Corporation and Subsidiaries Raw Materials and Significant Supply ContractsWe obtain lithium through solar evaporation of our ponds at the Salar de Atacama, in Chile, and in Silver Peak, Nevada.",environmental,none
77,"In addition, the amended agreement provides for commission payments to the Chilean government based on sales price/metric ton, our support of research and development in Chile in lithium applications and solar energy, and our support of local communities in Northern Chile.",environmental,none
78,"In March 2018, we received approval from Chilean Economic Development Agency to increase lithium production quota in Chile to as much as 145,000 metric tons of lithium carbonate equivalent annually through 2043, after developing an innovative technology that could lead to a sustainable increase in total lithium production in Chile without the need for additional brine pumping at the Salar de Atacama.",environmental,action
79,"Our mineral rights in Silver Peak, Nevada consist of our right to access lithium brine pursuant to our permitted and certified senior water rights, a settlement agreement with the U.",environmental,none
82,"Pursuant to the 1991 agreement, our water rights and our land claims, we have rights to all lithium that we can remove economically from the Clayton Valley Basin in Nevada.",environmental,none
88,"Based on our 2018 production levels, we believe that the amount of lithium brine we can economically obtain from our Silver Peak, Nevada site pursuant to our rights could support the current levels of lithium carbonate production for approximately 20 years.",environmental,none
123,"Their application enables the upgrading of oil fractions to clean fuels and other usable oil feedstocks and products by removing sulfur, nitrogen and other impurities from the feedstock.",environmental,none
124,"In addition, they improve product properties by adding hydrogen and in some cases improve the performance of downstream catalysts and processes.",environmental,action
128,"Our FCC additives are used to reduce emissions of sulfur dioxide and nitrogen oxide in FCC units and to increase liquefied petroleum gas olefins yield, such as propylene, and to boost octane in gasoline.",environmental,none
164,"Through research and development, we continue to seek increased margins by introducing value-added products and proprietary processes and innovative green chemistry technologies.",environmental,action
165,"Our green chemistry efforts focus on the development of products in a manner that minimizes waste and the use of raw materials and energy, avoids the use of toxic reagents and solvents and utilizes safe, environmentally friendly manufacturing processes.",environmental,action
166,Green chemistry is encouraged with our researchers through periodic focus group discussions and special rewards and recognition for outstanding new green developments.,environmental,action
174,"We devote significant resources and have developed and implemented comprehensive programs to promote the health and safety of our employees and we maintain an active health, safety and environmental program.",environmental,action
194,"Historically, there has been scrutiny of certain brominated flame retardants by regulatory authorities, legislative bodies and environmental interest groups in various countries.",environmental,none
196,Concern about the impact of some of our products on human health or the environment may lead to regulation or reaction in our markets independent of regulation.,environmental,none
197,"Environmental RegulationWe are subject to numerous foreign, federal, state and local environmental laws and regulations, including those governing the discharge of pollutants into the air and water, the management and disposal of hazardous substances and wastes and the cleanup of contaminated properties.",environmental,none
201,We use and generate hazardous substances and wastes in our operations and may become subject to claims for personal injury and/or property damage relating to the release of such substances into the environment.,environmental,none
202,"In addition, some of our current properties are, or have been, used for industrial purposes, which could contain currently unknown contamination that could expose us to governmental requirements or claims relating to environmental remediation, personal injury and/or property damage.",environmental,none
203,"Liabilities associated with the investigation and cleanup of hazardous substances, as well as personal injury, property damages or natural resource damages arising from the release of, or exposure to, such hazardous substances, may be imposed in many situations without regard to violations of laws or regulations or other fault, and may also be imposed jointly and severally .",environmental,none
205,"We are subject to such laws, including the federal Comprehensive Environmental Response, Compensation and Liability Act, commonly known as CERCLA or Superfund, in the U.",environmental,none
213,Accruals for these matters are included in the environmental reserve.,environmental,none
214,"Our management is actively involved in evaluating environmental matters and, based on information currently available to us, we have concluded that our outstanding environmental liabilities for unresolved waste sites currently known to us should not have a material effect on our operations.",environmental,action
215,See “Safety and Environmental Matters” in Item 7.,environmental,none
217,7Albemarle Corporation and Subsidiaries Climate ChangeThe growing concerns about climate change and the related increasingly stringent regulations may provide us with new or expanded business opportunities.,environmental,none
