,text,environmental,action
43,We believe our purpose is making the world safe and sustainable by powering the potential of people.,environmental,none
66,"3Albemarle Corporation and SubsidiariesRaw Materials and Significant Supply ContractsWe obtain lithium through solar evaporation of our ponds at the Salar de Atacama, in Chile, and in Silver Peak, Nevada, and by purchasing lithium concentrate from our 49%-owned joint venture, Windfield Holdings Pty.",environmental,none
97,"Their application enables the upgrading of oil fractions to clean fuels and other usable oil feedstocks and products by removing sulfur, nitrogen and other impurities from the feedstock.",environmental,none
98,"In addition, they improve product properties by adding hydrogen and in some cases improve the performance of downstream catalysts and processes.",environmental,action
101,"Our FCC additives are used to reduce emissions of sulfur dioxide and nitrogen oxide in FCC units and to increase liquefied petroleum gas olefins yield, such as propylene, and to boost octane in gasoline.",environmental,none
164,"Through research and development, we continue to seek increased margins by introducing value-added products and proprietary processes and innovative green chemistry technologies.",environmental,action
165,"Our green chemistry efforts focus on the development of products in a manner that minimizes waste and the use of raw materials and energy, avoids the use of toxic reagents and solvents and utilizes safe, environmentally friendly manufacturing processes.",environmental,action
166,Green chemistry is encouraged with our researchers through periodic focus group discussions and special rewards and recognition for outstanding new green developments.,environmental,action
174,"We devote significant resources and have developed and implemented comprehensive programs to promote the health and safety of our employees and we maintain an active health, safety and environmental program.",environmental,action
185,"The Toxic Substances Control Act, as amended in June 2016, requires chemicals to be assessed against a risk-based safety standard and calling for the elimination of unreasonable risks identified during risk evaluation.",environmental,none
191,"Historically, there has been scrutiny of certain brominated flame retardants by regulatory authorities, legislative bodies and environmental interest groups in various countries.",environmental,none
193,Concern about the impact of some of our products on human health or the environment may lead to regulation or reaction in our markets independent of regulation.,environmental,none
194,"Environmental RegulationWe are subject to numerous foreign, federal, state and local environmental laws and regulations, including those governing the discharge of pollutants into the air and water, the management and disposal of hazardous substances and wastes and the cleanup of contaminated properties.",environmental,none
198,We use and generate hazardous substances and wastes in our operations and may become subject to claims for personal injury and/or property damage relating to the release of such substances into the environment.,environmental,none
199,"In addition, some of our current properties are, or have been, used for industrial purposes, which could contain currently unknown contamination that could expose us to governmental requirements or claims relating to environmental remediation, personal injury and/or property damage.",environmental,none
200,"Liabilities associated with the investigation and cleanup of hazardous substances, as well as personal injury, property damages or natural resource damages arising from the release of, or exposure to, such hazardous substances, may be imposed in many situations without regard to violations of laws or regulations or other fault, and may also be imposed jointly and severally .",environmental,none
202,"We are subject to such laws, including the federal Comprehensive Environmental Response, Compensation and Liability Act, commonly known as CERCLA or Superfund, in the U.",environmental,none
210,Accruals for these matters are included in the environmental reserve.,environmental,none
211,"Our management is actively involved in evaluating environmental matters and, based on information currently available to us, we have concluded that our outstanding environmental liabilities for unresolved waste sites currently known to us should not have a material effect on our operations.",environmental,action
212,See “Safety and Environmental Matters” in Item 7.,environmental,none
214,Climate ChangeThe growing concerns about climate change and the related increasingly stringent regulations may provide us with new or expanded business opportunities.,environmental,none
215,"We provide solutions to companies pursuing alternative fuel products and technologies, emission control technologies, alternative transportation vehicles and energy storage technologies and other similar solutions.",environmental,action
216,"As demand for, and legislation mandating or incentivizing the use of, alternative fuel technologies that limit or eliminate greenhouse gas emissions increase, we continue to monitor the market and offer solutions where we have appropriate technology and believe we are well positioned to take advantage of opportunities that may arise from such demand or legislation.",environmental,action
242,"Our Corporate Governance Guidelines, Code of Conduct and the charters of the Audit and Finance, Health, Safety and Environment, Executive Compensation, and Nominating and Governance Committees of our Board of Directors are also 8Albemarle Corporation and Subsidiariesavailable on our website and are available in print to any shareholder upon request by writing to Investor Relations, 4250 Congress Street, Suite 900, Charlotte, North Carolina 28209, or by calling  299-5700.",environmental,none
311,Current and next generation high energy density batteries for use in electric vehicles rely on lithium compounds as a critical input.,environmental,none
