,text,environmental,action
46,We are committed to global sustainability and are advancing responsible eco-practices and solutions in our two business segments.,environmental,action
73,"Our products are used in chemical synthesis, oil and gas well drilling and completion fluids, mercury control, paper manufacturing, water purification, beef and poultry processing and various other industrial applications.",environmental,none
81,"Our agrichemicals are sold to agrichemical manufacturers and distributors that produce and distribute finished agricultural herbicides, insecticides, fungicides and soil fumigants.",environmental,none
82,"Our products include orthoalkylated anilines used in the acetanilide family of pre-emergent herbicides used with corn, soybeans and other crops and methyl bromide, which is used as a soil fumigant.",environmental,none
118,"Their application enables the upgrading of oil fractions to clean fuels and other usable oil products by removing sulfur, nitrogen and other impurities from the feedstock.",environmental,none
119,"In addition, they improve product properties by adding hydrogen and in some cases improve the performance of downstream catalysts and processes.",environmental,action
122,"Our FCC additives are used to reduce emissions of sulfur dioxide and nitrogen oxide in FCC units and to increase liquefied petroleum gas olefins yield, such as propylene, and to boost octane in gasoline.",environmental,none
132,"In electronic materials, we manufacture and sell high purity metal organic products into electronic applications such as the production of light-emitting diodes for displays and general lighting, as well as other products used in the production of solar cells.",environmental,none
168,"Through research and development, we continue to seek increased margins by introducing value-added products and proprietary processes and innovative green chemistry technologies.",environmental,action
169,"Our green chemistry efforts focus on the development of products that benefit society in a manner that minimizes waste and the use of raw materials and energy, avoids the use of toxic reagents and solvents and is produced in safe, environmentally friendly manufacturing processes.",environmental,action
170,Green chemistry is encouraged with our researchers through periodic focus group discussions and special rewards and recognition for outstanding new green developments.,environmental,action
173,"Fire safety solutions research is focused primarily on developing new flame retardants which not only meet the higher performance requirements required by today’s polymer producers, formulators and original equipment manufacturers but which also have superior toxicological and environmental profiles, such as our GreenArmor™ flame retardant product, that are greatly enhanced in both end product performance and environmental 6Albemarle Corporation and Subsidiaries responsibility.",environmental,none
174,Another area of research is the development of bromine-based products for use as biocides in industrial water treatment and food safety applications and as additives used to reduce mercury emissions from coal-fired power plants.,environmental,action
177,Refinery catalysts research is focused primarily on the development of more effective catalysts and related additives to produce clean fuels and to maximize the production of the highest value refined products.,environmental,action
194,"We devote significant resources and have developed and implemented comprehensive programs to promote the health and safety of our employees and we maintain an active health, safety and environmental program.",environmental,action
212,Albemarle actively conducts research and development activities to find more sustainable substitutes for products such as HBCD and decaBDE that may be subject to restrictions.,environmental,action
213,"For example, in August of 2014, Albemarle announced a joint venture with ICL Industrial Products for the production of GreenCrestTM, a substitute chemical for HBCD with a superior environmental profile.",environmental,action
217,"Recently, there has been increased scrutiny of certain brominated flame retardants by regulatory authorities, legislative bodies and environmental interest groups in various countries.",environmental,none
219,"Concern about the impact of some of our products on human health or the environment may lead to regulation, or reaction in our markets independent of regulation.",environmental,none
220,"7Albemarle Corporation and Subsidiaries Environmental RegulationWe are subject to numerous foreign, federal, state and local environmental laws and regulations, including those governing the discharge of pollutants into the air and water, the management and disposal of hazardous substances and wastes and the cleanup of contaminated properties.",environmental,none
224,"Liabilities associated with the investigation and cleanup of hazardous substances, as well as personal injury, property damages or natural resource damages arising from the release of, or exposure to, such hazardous substances, may be imposed in many situations without regard to violations of laws or regulations or other fault, and may also be imposed jointly and severally .",environmental,none
226,"We are subject to such laws, including the federal Comprehensive Environmental Response, Compensation and Liability Act, commonly known as CERCLA or Superfund, in the U.",environmental,none
234,Accruals for these matters are included in the environmental reserve discussed below.,environmental,none
235,"Our management is actively involved in evaluating environmental matters and, based on information currently available to us, we have concluded that our outstanding environmental liabilities for unresolved waste sites currently known to us should not have a material effect on our operations.",environmental,action
236,We use and generate hazardous substances and wastes in our operations and may become subject to claims for personal injury and/or property damage relating to the release of such substances into the environment.,environmental,none
237,"In addition, some of our current properties are, or have been, used for industrial purposes, which could contain currently unknown contamination that could expose us to governmental requirements or claims relating to environmental remediation, personal injury and/or property damage.",environmental,none
