,text,environmental,action
65,"our products include some of the most widely used materials in the world, which are fundamental to many diverse consumer and industrial markets, including flexible and rigid packaging, automotive products, coatings, water treatment, refrigerants, residential and commercial construction as well as other durable and non-durable goods.",environmental,none
119,"in addition, we produce ethylene co-products including chemical grade propylene, crude butadiene, pyrolysis gasoline and hydrogen.",environmental,none
146,we own a 50% interest in a 104-mile natural gas liquids pipeline from mont belvieu to our lake charles site.,environmental,none
170,"we also manufacture and sell pvc compounds and building products fabricated primarily from pvc, including residential siding, trim and moldings; pipe and fittings for various water, sewer, electrical and industrial applications; profiles for windows and doors; decking; films for various inflatables, wallcovering, tape and roofing applications; and composite roof tiles.",environmental,none
177,"we also produce chlorine, caustic soda, hydrogen and chlorinated derivative products at our natrium, west virginia; longview, washington and beauharnois, quebec facilities and pvc resin at our facility in aberdeen, mississippi.",environmental,none
217,"the majority of our chlorinated derivative products are sold to external customers who use these products for, among other things, refrigerants, water treatment applications, chemicals and pharmaceutical production, food processing, steel pickling, solvent and cleaning chemicals and natural gas and oil production.",environmental,none
223,"products made from pvc are used in materials ranging from water and sewer systems to home and commercial applications for siding, trim, mouldings, deck, window and door profiles.",environmental,none
234,electricity.,environmental,none
235,"our lake charles, plaquemine and natrium cogeneration assets have the capacity to generate electricity of approximately 420, 240 and 100 megawatts, respectively, per year.",environmental,none
248,"electricity and steam for one of our lake charles facilities are produced by both on-site cogeneration units and through a toll arrangement with rs cogen, a joint venture in which we own a 50% interest.",environmental,none
287,"7table of contentsenvironmentalas is common in our industry, we are subject to environmental laws and regulations related to the use, storage, handling, generation, transportation, emission, discharge, disposal and remediation of, and exposure to, hazardous and non-hazardous substances and wastes in all of the countries in which we do business.",environmental,none
288,"national, state or provincial and local standards regulating air, water and land quality affect substantially all of our manufacturing locations around the world.",environmental,none
290,"it is our policy to comply with all environmental, health and safety requirements and to provide safe and environmentally sound workplaces for our employees.",environmental,none
292,"in 2019, we made capital expenditures of $28 million related to environmental compliance.",environmental,action
293,"we estimate that we will make capital expenditures of approximately $40 million in 2020 and $34 million in 2021, respectively, related to environmental compliance.",environmental,none
294,the expected 2020 and 2021 capital expenditures are relatively higher than the amounts we have spent related to environmental compliance in recent years in large part due to capital expenditures related to environmental protection agency regulations.,environmental,none
296,we anticipate that stringent environmental regulations will continue to be imposed on us and the industry in general.,environmental,none
298,"from time to time, we receive notices or inquiries from government entities regarding alleged violations of environmental laws and regulations pertaining to, among other things, the disposal, emission and storage of chemical substances, including hazardous wastes.",environmental,none
299,"item 103 of the sec's regulation s-k requires disclosure of certain environmental matters when a governmental authority is a party to the proceedings and the proceedings involve potential monetary sanctions, unless we reasonably believe such sanctions would not exceed $100,000.",environmental,none
300,"•in may 2013, an amendment to an existing consent order agreed to by the west virginia department of environmental protection and a predecessor of axiall required that it, among other things, pay a penalty in the amount of $449,000 and continue certain corrective actions associated with discharges of hexachlorocyclohexane from the natrium facility's effluent discharge outfalls.",environmental,none
303,"•during september 2010, our vinyls facilities in lake charles and plaquemine each received a consolidated compliance order and notice of potential penalty, alleging violations of various requirements of those facilities' air permits, based largely on self-reported permit deviations related to record-keeping violations.",environmental,none
304,"in may 2018, we reached an agreement in principal with the louisiana department of environmental quality to resolve these consolidated enforcement matters for a penalty of $162,500.",environmental,action
306,"•for several years, the epa has been conducting an enforcement initiative against petroleum refineries and petrochemical plants with respect to emissions from flares.",environmental,action
307,"on april 21, 2014, we received a clean air act section 114 information request from the epa which sought information regarding flares at the calvert city facility and certain lake charles facilities.",environmental,none
311,•region six of the epa has investigated and inspected our compliance with risk management program requirements under the clean air act at our geismar facility.,environmental,action
312,"in november 2019, we reached an agreement in principle with the epa to resolve this matter by consent agreement and final order for a penalty in the amount of $132,000, in addition to a supplemental environmental project with a cost to us of $116,200.",environmental,none
313,"•on november 15, 2019, the epa issued a notice of violation and opportunity to show cause letter alleging violations of certain requirements under the toxic substances control act identified during the agency's inspection of one of our lake charles facilities.",environmental,none
