,text,environmental,action
57,"in addition, we produce ethylene co-products including chemical grade propylene, crude butadiene, pyrolysis gasoline and hydrogen.",environmental,none
88,"in addition, we own a 50% interest in a 104-mile natural gas liquids pipeline from mont belvieu to our lake charles complex.",environmental,none
100,our hydrogen is sold via pipeline to a single customer.,environmental,none
143,"the new chlor-alkali unit is designed to produce up to 350,000 ecus annually upon completion, bringing our total ecu capacity to 4 table of contents 625,000 per year.",environmental,action
150,the modification is expected to reduce costs and improve operating efficiency and energy consumption.,environmental,action
154,"products made from pvc are used in construction materials ranging from water and sewer systems to home and commercial applications for fence, deck, window and door systems.",environmental,none
193,"environmental and other regulation as is common in our industry, obtaining, producing and distributing many of our products involves the use, storage, transportation and disposal of large quantities of toxic and hazardous materials, and our manufacturing operations require the generation and disposal of large quantities of hazardous wastes.",environmental,none
194,we are subject to environmental laws and regulations that can impose civil and criminal sanctions and that may require us to mitigate the effects of contamination caused by the release or disposal of hazardous substances into the environment.,environmental,none
195,"an owner or operator of property may be held strictly liable for remediating contamination without regard to whether that person caused the contamination, and without regard to whether the practices that resulted in the contamination were legal at the time they occurred.",environmental,none
200,"the soil and groundwater at the complex, which does not include our nearby pvc facility, had been extensively contaminated under goodrich’s operations.",environmental,none
204,the current environmental remediation activities at the calvert city complex do not have a specified termination date but are expected to last for the foreseeable future.,environmental,none
205,the costs incurred by polyone to provide the environmental remediation services were $3.,environmental,none
214,"in 2003, the kentucky environmental and public protection cabinet re-issued goodrich’s resource conservation and recovery act permit which requires goodrich to remediate contamination at the calvert city manufacturing complex.",environmental,none
225,environmental protection agency requesting the epa’s assistance in addressing contamination at the calvert city site under the u.,environmental,none
227,"comprehensive environmental response, compensation, and liability act .",environmental,none
230,"during the past two years, the epa has directed goodrich and polyone to conduct additional investigation activities at the landfill and at our plant.",environmental,action
246,"department of justice, or doj, notified us that the epa had referred the matter to the doj to bring a civil case against us alleging violations of various environmental laws and regulations.",environmental,none
253,"it is our policy to comply with all environmental, health and safety requirements and to provide safe and environmentally sound workplaces for our employees.",environmental,none
256,1 million related to environmental compliance.,environmental,none
259,"0 million in 2013, respectively, related to environmental compliance.",environmental,none
261,we anticipate that stringent environmental regulations will continue to be imposed on us and the industry in general.,environmental,none
263,"it is difficult to estimate the future costs of environmental protection and remediation because of many uncertainties, including uncertainties about the status of laws, regulations and information related to individual locations and sites and our ability to rely on third parties to carry out such remediation.",environmental,none
264,"subject to the foregoing, but taking into consideration our experience regarding environmental matters of a similar nature and facts currently known, and except for the outcome of pending litigation and regulatory proceedings, which we cannot predict, but which could have a material adverse effect on us, we believe that capital expenditures and remedial actions to comply with existing laws governing environmental protection will not have a material adverse effect on our business and financial results.",environmental,none
331,producers are disproportionately reliant on natural gas and natural gas liquids as an energy source and as a raw material.,environmental,none
374,these changes could include:     •   the emergence of new domestic and international competitors;     •   the rate of capacity additions by competitors;     •   changes in customer base due to mergers;     •   the intensification of price competition in our markets;     •   the introduction of new or substitute products by competitors;     •   the technological innovations of competitors; and     •   the adoption of new environmental laws and regulatory requirements.,environmental,none
377,"12 table of contents according to some experts, global climate change could result in heightened hurricane activity in the gulf of mexico.",environmental,none
378,"if this materializes, severe weather and natural disaster hazards could pose an even greater risk for our facilities, particularly those in louisiana.",environmental,none
379,"all these hazards can cause personal injury and loss of life, catastrophic damage to or destruction of property and equipment and environmental damage, and may result in a suspension of operations and the imposition of civil or criminal penalties.",environmental,none
380,we could become subject to environmental claims brought by governmental entities or third parties.,environmental,none
385,"our operations and assets are subject to extensive environmental, health and safety laws and regulations.",environmental,none
386,we use large quantities of hazardous substances and generate large quantities of hazardous wastes in our manufacturing operations.,environmental,none
387,"due to the large quantities of hazardous substances and wastes, our industry is highly regulated and monitored by various environmental regulatory authorities.",environmental,none
388,"as such, we are subject to extensive federal, state and local laws and regulations pertaining to pollution and protection of the environment, health and safety, which govern, among other things, emissions to the air, discharges onto land or waters, the maintenance of safe conditions in the workplace, the remediation of contaminated sites, and the generation, handling, storage, transportation, treatment and disposal of waste materials.",environmental,none
390,"many of these laws and regulations provide for substantial fines and potential criminal sanctions for violations and require the installation of costly pollution control equipment or operational changes to limit pollution emissions and/or reduce the likelihood or impact of hazardous substance releases, whether permitted or not.",environmental,action
392,"on february 14, 2012, the environmental protection agency finalized maximum achievable control technology standards for major sources and generally available control technology standards for area sources of pvc production.",environmental,action
393,"the rule sets emission limits and work practice standards for total organic air toxics and for three specific air toxics: vinyl chloride, chlorinated di-benzo dioxins and furans, and hydrogen chloride and includes requirements to demonstrate initial and continuous compliance with the emission standards.",environmental,none
397,legislation to regulate emissions of greenhouse gases has been introduced in the u.,environmental,none
401,"and internationally, regarding the impact of these gases and possible means for their regulation.",environmental,none
402,some of the proposals would require industries to meet stringent new standards that would require substantial reductions in carbon emissions.,environmental,none
404,"in addition, efforts have been made and continue to be made in the international community toward the adoption of international treaties or protocols that would address global 13 table of contents climate change issues, such as the united nations climate change conference in durban in 2011.",environmental,action
407,", the epa has adopted rules requiring the reporting of ghg emissions from specified large ghg emission sources, on an annual basis, beginning in 2011 for emissions occurring after january 1, 2010, as well as from certain oil and natural gas production facilities, on an annual basis, beginning in 2012 for emissions occurring in 2011.",environmental,action
408,"further, following a finding by the epa that certain ghgs represent an endangerment to human health, the epa finalized a rule to address permitting of ghg emissions from stationary sources under the clean air act’s new source review prevention of significant deterioration and title v programs.",environmental,action
409,"this final rule “tailors” the psd and title v programs to apply to certain stationary sources of ghg emissions in a multi-step process, with the largest sources first subject to permitting.",environmental,none
410,"facilities required to obtain psd permits for their ghg emissions also will be required to reduce those emissions according to “best available control technology” standards for ghgs that will be established by the states or, in some instances, by the epa on a case-by-case basis.",environmental,action
411,"legislation or regulation by the epa, and any international agreements to which the united states may become a party, that control or limit ghg emissions or otherwise seek to address climate change could adversely affect our energy supply and costs, the costs of raw materials derived from fossil fuels, our general costs of production and the demand for our products.",environmental,none
415,"environmental laws may have a significant effect on the nature and scope of, and responsibility for, cleanup of contamination at our current and former operating facilities, the costs of transportation and storage of raw materials and finished products, the costs of reducing emissions and the costs of the storage and disposal of wastewater.",environmental,none
