,text,environmental,action
39,"our products include some of the most widely used chemicals in the world, which are fundamental to many diverse consumer and industrial markets, including flexible and rigid packaging, automotive products, coatings, water treatment, refrigerants, residential and commercial construction as well as other durable and non-durable goods.",environmental,none
88,"in addition, we produce ethylene co-products including chemical grade propylene, crude butadiene, pyrolysis gasoline and hydrogen.",environmental,none
116,we own a 50% interest in a 104-mile natural gas liquids pipeline from mont belvieu to our lake charles site.,environmental,none
147,"we also produce chlorine, caustic soda, hydrogen and chlorinated derivative products at our natrium, west virginia; longview, washington and beauharnois, quebec facilities and pvc resin facility in mississippi.",environmental,none
185,"the majority of our chlorinated derivative products are sold to external customers who use these products for, among other things, refrigerants, water treatment applications, chemicals and pharmaceutical production, food processing, steel pickling, solvent and cleaning chemicals and natural gas and oil production.",environmental,none
194,"products made from pvc are used in construction materials ranging from water and sewer systems to home and commercial applications for siding, trim, mouldings, fence, deck, window and door systems.",environmental,none
217,"electricity and steam for one of our lake charles facilities are produced by both on-site cogeneration units and through a toll arrangement with rs cogen, llc, a joint venture in which we own a 50% interest.",environmental,none
257,"environmentalas is common in our industry, we are subject to environmental laws and regulations related to the use, storage, handling, generation, transportation, emission, discharge, disposal and remediation of, and exposure to, hazardous and non-hazardous substances and wastes in all of the countries in which we do business.",environmental,none
258,"national, state or provincial and local standards regulating air, water and land quality affect substantially all of our manufacturing locations around the world.",environmental,none
260,"it is our policy to comply with all environmental, health and safety requirements and to provide safe and environmentally sound workplaces for our employees.",environmental,none
262,"in 2018, we made capital expenditures of $23 million related to environmental compliance.",environmental,action
263,"we estimate that we will make capital expenditures of approximately $47 million in 2019 and $45 million in 2020, respectively, related to environmental compliance.",environmental,none
264,the expected 2019 and 2020 capital expenditures are relatively higher than the amounts we have spent related to environmental compliance in recent years in large part due to capital expenditures related to environmental protection agency regulations.,environmental,none
266,we anticipate that stringent environmental regulations will continue to be imposed on us and the industry in general.,environmental,none
268,"from time to time, we receive notices or inquiries from government entities regarding alleged violations of environmental laws and regulations pertaining to, among other things, the disposal, emission and storage of chemical substances, including hazardous wastes.",environmental,none
269,"item 103 of the sec's regulation s-k requires disclosure of certain environmental matters when a governmental authority is a party to the proceedings and the proceedings involve potential monetary sanctions, unless we reasonably believe such sanctions would not exceed $100,000.",environmental,none
270,"6table of contents•in may 2013, an amendment to an existing consent order agreed to by the west virginia department of environmental protection and a predecessor of axiall required that it, among other things, pay a penalty in the amount of $449,000 and continue certain corrective actions associated with discharges of hexachlorocyclohexane from the natrium facility's effluent discharge outfalls.",environmental,none
273,"•during september 2010, our vinyls facilities in lake charles and plaquemine each received a consolidated compliance order and notice of potential penalty, alleging violations of various requirements of those facilities' air permits, based largely on self-reported permit deviations related to record-keeping violations.",environmental,none
274,we have been negotiating a possible global settlement of these and several other matters with the louisiana department of environmental quality .,environmental,action
277,"•for several years, the epa has been conducting an enforcement initiative against petroleum refineries and petrochemical plants with respect to emissions from flares.",environmental,action
278,"on april 21, 2014, we received a clean air act section 114 information request from the epa which sought information regarding flares at the calvert city facility and certain lake charles facilities.",environmental,none
282,"•regional offices of the epa have investigated, and in some cases inspected, our compliance with risk management program requirements under the clean air act at our natrium and geismar facilities.",environmental,action
284,"•on november 24, 2014, we entered into an agreed order with the kentucky energy and environmental cabinet regarding our kentucky pollutant discharge elimination system permit limits for hexachlorobenzene and mercury at our calvert city facility.",environmental,none
287,"also see our discussion of our environmental matters contained in item 1a, risk factors below, item 3, legal proceedings below and note 19 to our consolidated financial statements included in item 8 of this form 10-k.",environmental,none
337,changes to regulatory policies applicable to the german energy sector for industrial users have contributed to higher prices for industrial users of energy in the future.,environmental,none
354,"additionally, the export of natural gas liquids from the united states or greater restrictions on hydraulic fracturing could restrict the availability of our raw materials in the united states, thereby increasing our costs.",environmental,none
396,"according to some experts, global climate change could result in heightened hurricane activity in the gulf of mexico and other weather and natural disaster hazards worldwide.",environmental,none
397,"if this materializes, severe weather and natural disaster hazards could pose an even greater risk for our facilities, particularly those in louisiana.",environmental,none
398,"all these hazards can cause personal injury and loss of life, catastrophic damage to or destruction of property and equipment and environmental damage, and may result in a suspension of operations and the imposition of civil or criminal penalties.",environmental,none
399,we could become subject to environmental claims brought by governmental entities or third parties.,environmental,none
420,"these transport operations are subject to various hazards and risks, including extreme weather conditions, work stoppages and operating hazards, as well as interstate transportation regulations.",environmental,none
432,"12table of contentsour operations and assets are subject to extensive environmental, health and safety laws and regulations.",environmental,none
433,we use large quantities of hazardous substances and generate large quantities of hazardous wastes and emissions in our manufacturing operations.,environmental,none
434,"due to the large quantities of hazardous substances and wastes, our industry is highly regulated and monitored by various environmental regulatory authorities such as the epa, federal or state analogs in other countries and the european union, which promulgated the industrial emission directive .",environmental,none
435,"as such, we are subject to extensive international, national, state and local laws, regulations and directives pertaining to pollution and protection of the environment, health and safety, which govern, among other things, emissions to the air, discharges onto land or waters, the maintenance of safe conditions in the workplace, the remediation of contaminated sites, and the generation, handling, storage, transportation, treatment and disposal of waste materials.",environmental,none
437,"many of these laws, regulations and directives provide for substantial fines and potential criminal sanctions for violations and require the installation of costly pollution control equipment or operational changes to limit pollution emissions or reduce the likelihood or impact of hazardous substance releases, whether permitted or not.",environmental,action
441,"the rule sets emission limits and work practice standards for total organic air toxics and for three specific air toxics: vinyl chloride, chlorinated di-benzo dioxins and furans, and hydrogen chloride and includes requirements to demonstrate initial and continuous compliance with the emission standards.",environmental,none
443,"in march 2011, the epa proposed amendments to the emission standards for hazardous air pollutants for mercury emissions from mercury cell chlor-alkali plants.",environmental,none
444,these proposed amendments would require improvements in work practices to reduce fugitive mercury emissions.,environmental,action
447,"our operations produce greenhouse gas emissions, which have been the subject of increased scrutiny and regulation.",environmental,none
448,"in december 2015, the united states joined the international community at the 21st conference of the parties of the united nations framework convention on climate change in paris, france.",environmental,action
449,the resulting paris agreement calls for the parties to undertake ambitious efforts to limit the average global temperature and to conserve and enhance sinks and reservoirs of greenhouse gases.,environmental,action
454,"legislation to regulate ghg emissions has also been introduced in the united states congress, and there has been a wide-ranging policy debate regarding the impact of these gases and possible means for their regulation.",environmental,action
455,some of the proposals would require industries to meet stringent new standards that would require substantial reductions in carbon emissions.,environmental,none
457,"various jurisdictions have considered or adopted laws and regulations on ghg emissions, with the general aim of reducing such emissions.",environmental,action
458,"the epa currently requires certain industrial facilities to report their ghg emissions, and to obtain permits with stringent control requirements before constructing or modifying new facilities with significant ghg emissions.",environmental,action
459,"in the european union, the emissions trading scheme obligates certain emitters to obtain ghg emission allowances to comply with a cap and trade system for ghg emissions.",environmental,none
460,"in addition, the european union has committed to reduce domestic ghg emissions by at least 40% below the 1990 level by 2030.",environmental,action
461,"as our chemical manufacturing processes result in ghg emissions, these and other ghg laws and regulations could affect our costs of doing business.",environmental,none
462,"13table of contentssimilarly, the toxic substances control act imposes reporting, record-keeping and testing requirements, and restrictions relating to the production, handling, and use of chemical substances.",environmental,none
464,"under the reform legislation, epa is required to, among other things, undertake rule making within statutory time frames related to: chemical risk evaluation, designation and management; reporting of mercury supply, use and trade; and management of persistent, bioaccumulative, and toxic chemical substances .",environmental,none
467,another rule sets the epa's approach for determining whether these high priority chemicals present an unreasonable risk to health or the environment.,environmental,none
