,text,environmental,action
37,"our products include some of the most widely used chemicals in the world, which are fundamental to many diverse consumer and industrial markets, including flexible and rigid packaging, automotive products, coatings, water treatment, refrigerants, residential and commercial construction as well as other durable and non-durable goods.",environmental,none
80,"in addition, we produce ethylene co-products including chemical grade propylene, crude butadiene, pyrolysis gasoline and hydrogen.",environmental,none
109,we own a 50% interest in a 104-mile natural gas liquids pipeline from mont belvieu to our lake charles site.,environmental,none
140,"we also produce chlorine, caustic soda, hydrogen and chlorinated derivative products at our natrium, west virginia, longview, washington and beauharnois, quebec facilities and pvc resin and pvc compounds at several facilities in mississippi.",environmental,none
180,"the majority of our chlorinated derivative products is sold to external customers who use it for, among other things, refrigerants, water treatment applications, chemicals and pharmaceutical production, food processing, steel pickling and natural gas and oil production.",environmental,none
189,"products made from pvc are used in construction materials ranging from water and sewer systems to home and commercial applications for siding, trim, mouldings, fence, deck, window and door systems.",environmental,none
205,"electricity and steam for one of our lake charles facilities are produced by both on-site cogeneration units and through a toll arrangement with rs cogen, llc, a joint venture in which we own a 50% interest.",environmental,none
242,"environmentalas is common in our industry, we are subject to environmental laws and regulations related to the use, storage, handling, generation, transportation, emission, discharge, disposal and remediation of, and exposure to, hazardous and non-hazardous substances and wastes in all of the countries in which we do business.",environmental,none
243,"national, state or provincial and local standards regulating air, water and land quality affect substantially all of our manufacturing locations around the world.",environmental,none
245,"it is our policy to comply with all environmental, health and safety requirements and to provide safe and environmentally sound workplaces for our employees.",environmental,none
248,2 million related to environmental compliance.,environmental,none
251,"0 million in 2018, respectively, related to environmental compliance.",environmental,none
252,"see our discussion of our environmental matters contained in item 1a, risk factors below, item 3, legal proceedings below and note 23 to our consolidated financial statements included in item 8 of this form 10-k.",environmental,none
310,changes to regulatory policies applicable to the german energy sector for industrial users have contributed to higher prices for industrial users of energy in the future.,environmental,none
328,"additionally, the export of natural gas liquids from the united states or greater restrictions on hydraulic fracturing could restrict the availability of our raw materials in the united states, thereby increasing our costs.",environmental,none
372,"according to some experts, global climate change could result in heightened hurricane activity in the gulf of mexico and other weather and natural disaster hazards worldwide.",environmental,none
373,"if this materializes, severe weather and natural disaster hazards could pose an even greater risk for our facilities, particularly those in louisiana.",environmental,none
374,"all these hazards can cause personal injury and loss of life, catastrophic damage to or destruction of property and equipment and environmental damage, and may result in a suspension of operations and the imposition of civil or criminal penalties.",environmental,none
375,we could become subject to environmental claims brought by governmental entities or third parties.,environmental,none
396,"these transport operations are subject to various hazards and risks, including extreme weather conditions, work stoppages and operating hazards, as well as interstate transportation regulations.",environmental,none
427,"our operations and assets are subject to extensive environmental, health and safety laws and regulations.",environmental,none
428,we use large quantities of hazardous substances and generate large quantities of hazardous wastes and emissions in our manufacturing operations.,environmental,none
429,"due to the large quantities of hazardous substances and wastes, our industry is highly regulated and monitored by various environmental regulatory authorities such as the u.",environmental,none
