,text,environmental,action
60,"in addition, we produce ethylene co-products including chemical grade propylene, crude butadiene, pyrolysis gasoline and hydrogen.",environmental,none
89,"we own a 50% interest in a 104-mile natural gas liquids pipeline from mont belvieu, texas to our lake charles complex.",environmental,none
152,"products made from pvc are used in construction materials ranging from water and sewer systems to home and commercial applications for fence, deck, window and door systems.",environmental,none
191,"environmental and other regulation as is common in our industry, obtaining, producing and distributing many of our products involves the use, storage, transportation and disposal of large quantities of toxic and hazardous materials, and our manufacturing operations require the generation and disposal of large quantities of hazardous wastes.",environmental,none
192,"we are subject to extensive, evolving and increasingly stringent federal, state and local environmental laws and regulations, which address, among other things, the following: •emissions to the air; •discharges to land or to surface and subsurface waters; •other releases into the environment; •remediation of contaminated sites; •generation, handling, storage, transportation, treatment and disposal of waste materials; and •maintenance of safe conditions in the workplace.",environmental,none
193,we are subject to environmental laws and regulations that can impose civil and criminal sanctions and that may require us to mitigate the effects of contamination caused by the release or disposal of hazardous substances into the environment.,environmental,none
196,"comprehensive environmental response, compensation, and liability act, an owner or operator of property may be held strictly liable for remediating contamination without regard to whether that person caused the contamination, and without regard to whether the practices that resulted in the contamination were legal at the time they occurred.",environmental,none
201,"the soil and groundwater at the complex, which does not include our nearby pvc facility, had been extensively contaminated under goodrich's operations.",environmental,none
205,the current environmental remediation activities at the calvert city complex do not have a specified termination date but are expected to last for the foreseeable future.,environmental,none
206,the costs incurred by us that have been invoiced to polyone to provide the environmental remediation services were $3.,environmental,none
215,"in 2003, the kentucky environmental and public protection cabinet re-issued goodrich's resource conservation and recovery act permit which requires goodrich to remediate contamination at the calvert city manufacturing complex.",environmental,none
220,"environmental protection agency, pursuant to an administrative settlement agreement, which became effective on december 9, 2009.",environmental,none
225,"in may 2009, the cabinet sent a letter to the epa requesting the epa's assistance in addressing contamination at the calvert city site under cercla.",environmental,none
228,"during the past three years, the epa has directed goodrich and polyone to conduct additional investigation activities at the landfill and at our plant.",environmental,action
241,"it is our policy to comply with all environmental, health and safety requirements and to provide safe and environmentally sound workplaces for our employees.",environmental,none
244,1 million related to environmental compliance.,environmental,none
247,"9 million in 2015, respectively, related to environmental compliance.",environmental,none
248,the expected 2014 capital expenditures are relatively higher than the amounts we have actually spent related to environmental compliance in recent years in large part due to new epa regulations such as the pvc maximum achievable control technology rules and increasingly stringent requirements associated with environmental permits.,environmental,none
250,we anticipate that stringent environmental regulations will continue to be imposed on us and the industry in general.,environmental,none
252,"it is difficult to estimate the future costs of environmental protection and remediation because of many uncertainties, including uncertainties about the status of laws, regulations and information related to individual locations and sites and our ability to rely on third parties to carry out such remediation.",environmental,none
253,"subject to the foregoing, but taking into consideration our experience regarding environmental matters of a similar nature and facts currently known, and except for the outcome of pending litigation and regulatory proceedings, which we cannot predict, but which could have a material adverse effect on us, we believe that capital expenditures and remedial actions to comply with existing laws governing environmental protection will not have a material adverse effect on our business and financial results.",environmental,none
319,producers are disproportionately reliant on natural gas and natural gas liquids as an energy source and as a raw material.,environmental,none
329,"examples of external factors include: •general economic conditions; •the level of business activity in the industries that use our products; •competitor action; •technological innovations; •currency fluctuations; •international events and circumstances; •war, terrorism and civil unrest;•governmental regulation in the united states and abroad; •severe weather and natural disasters; and •credit worthiness of customers and vendors.",environmental,none
360,these changes could include: •the emergence of new domestic and international competitors; •the rate of capacity additions by competitors; •changes in customer base due to mergers; •the intensification of price competition in our markets; 9table of contents•the introduction of new or substitute products by competitors; •the technological innovations of competitors; and •the adoption of new environmental laws and regulatory requirements.,environmental,none
363,"according to some experts, global climate change could result in heightened hurricane activity in the gulf of mexico.",environmental,none
364,"if this materializes, severe weather and natural disaster hazards could pose an even greater risk for our facilities, particularly those in louisiana.",environmental,none
365,"all these hazards can cause personal injury and loss of life, catastrophic damage to or destruction of property and equipment and environmental damage, and may result in a suspension of operations and the imposition of civil or criminal penalties.",environmental,none
366,we could become subject to environmental claims brought by governmental entities or third parties.,environmental,none
378,"10table of contentsour operations and assets are subject to extensive environmental, health and safety laws and regulations.",environmental,none
379,we use large quantities of hazardous substances and generate large quantities of hazardous wastes and emissions in our manufacturing operations.,environmental,none
380,"due to the large quantities of hazardous substances and wastes, our industry is highly regulated and monitored by various environmental regulatory authorities.",environmental,none
381,"as such, we are subject to extensive federal, state and local laws and regulations pertaining to pollution and protection of the environment, health and safety, which govern, among other things, emissions to the air, discharges onto land or waters, the maintenance of safe conditions in the workplace, the remediation of contaminated sites, and the generation, handling, storage, transportation, treatment and disposal of waste materials.",environmental,none
383,"many of these laws and regulations provide for substantial fines and potential criminal sanctions for violations and require the installation of costly pollution control equipment or operational changes to limit pollution emissions and/or reduce the likelihood or impact of hazardous substance releases, whether permitted or not.",environmental,action
386,"the rule sets emission limits and work practice standards for total organic air toxics and for three specific air toxics: vinyl chloride, chlorinated di-benzo dioxins and furans, and hydrogen chloride and includes requirements to demonstrate initial and continuous compliance with the emission standards.",environmental,none
391,"our operations produce greenhouse gas emissions, which have been the subject of increased scrutiny both among members of the international community and in the united states.",environmental,none
392,some scientific studies have suggested that ghg emissions may be contributing to warming of the earth's atmosphere and other climatic changes.,environmental,none
393,"in 2005, the kyoto protocol to the 1992 united nations framework convention on climate change, which establishes a binding set of emission targets for ghg emissions, became binding on the countries that had ratified it.",environmental,action
395,legislation to regulate ghg emissions has also been introduced in the u.,environmental,none
397,"congress, and there has been a wide-ranging policy debate regarding the impact of these gases and possible means for their regulation.",environmental,none
398,some of the proposals would require industries to meet stringent new standards that would require substantial reductions in carbon emissions.,environmental,none
400,the epa has adopted rules requiring the reporting of ghg emissions from specified large ghg emission sources on an annual basis.,environmental,action
401,"further, following a finding by the epa that certain ghgs represent an endangerment to human health, the epa finalized a rule to address permitting of ghg emissions from stationary sources under the clean air act's new source review prevention of significant deterioration and title v programs.",environmental,action
402,"this final rule tailors the psd and title v programs to apply to certain stationary sources of ghg emissions in a multi-step process, with the largest sources first subject to permitting.",environmental,none
403,"facilities required to obtain psd permits for their ghg emissions also will be required to reduce those emissions according to best available control technology standards for ghgs that will be established by the states or, in some instances, by the epa on a case-by-case basis.",environmental,action
