,text,environmental,action
88,"PPG’s vision is to be the world’s leading coatings company by consistently delivering high-quality, innovative and sustainable solutions that customers trust to protect and beautify their products and surroundings.",environmental,none
140,"Coatings raw materials, which include both organic, primarily petroleum based, materials and inorganic materials, including titanium dioxide, comprise between 70% and 80% of the Company’s cost of sales, excluding depreciation and amortization, in most coatings formulations and represent PPG’s single largest production cost component.",environmental,none
146,"These initiatives include qualifying multiple and local sources of supply, including suppliers from Asia and other lower cost regions of the world, adding on-site resin production at certain manufacturing locations and a reduction in the amount of titanium dioxide used in our product formulations.",environmental,action
147,Our global efforts to reduce titanium dioxide consumption have been successful to date and are expected to continue.,environmental,action
148,"Titanium dioxide is a raw material widely used in the paint and coatings industry as a pigment to provide hiding, durability and whiteness characteristics.",environmental,none
150,"The Company has undertaken a strategic initiative to secure and enhance PPG’s supply of titanium dioxide, as well as to minimize PPG’s use of this raw material.",environmental,action
161,"In aggregate, average raw material cost inflation rose by a mid-single-digit percentage in 2017 versus 2016, driven mostly by supply related factors including an unusually high number of supplier force majeure events in Europe, Chinese environmental regulation enforcement and severe hurricanes in the U.",environmental,none
188,Environmental MattersPPG is committed to operating in a sustainable manner and to helping our customers meet their sustainability goals.,environmental,action
189,"Our sustainability efforts are led by the Technology and Environment Committee of our Board of Directors and our Sustainability Committee, which is comprised of members of PPG’s senior management team.",environmental,none
190,"The Sustainability Committee establishes 2017 PPG ANNUAL REPORT AND FORM 10-K 13policies, programs, procedures and goals to address sustainability in our business practices, including resource management, climate change, innovation, communications, purchasing, manufacturing and employee wellness.",environmental,action
191,Our dedication to innovation is intertwined with sustainability.,environmental,none
192,"Once again in 2017, we increased the percent of our sales from sustainable products.",environmental,action
193,"We are marketing an ever-growing variety of products and services that provide environmental, safety and other benefits to our customers.",environmental,action
194,"Our products contribute to lighter, more fuel-efficient vehicles, airplanes and ships, and they help our customers reduce their energy consumption, conserve water and reduce waste.",environmental,action
195,"These products include a compact automotive paint process that saves energy and reduces water usage; sustainable, waterborne coatings formulations; lightweight sealants and coatings for aircraft; coatings that cool surfaces; and solutions for autonomous and battery-powered vehicles.",environmental,none
