,text,environmental,action
54,"PPG’s vision is to be the world’s leading coatings company by consistently delivering high-quality, innovative and sustainable solutions that customers trust to protect and beautify their products and surroundings.",environmental,none
98,"Coatings raw materials include both organic, primarily petroleum-derived, materials and inorganic materials, including titanium dioxide.",environmental,none
105,"These initiatives include qualifying multiple and local sources of supply, including suppliers from Asia and other lower cost regions of the world, adding on-site resin production at certain manufacturing locations and a reduction in the amount of titanium dioxide used in our product formulations.",environmental,action
141,Environmental MattersPPG is committed to operating in a sustainable manner and to helping our customers meet their sustainability goals.,environmental,action
142,"Our sustainability efforts are led by the Technology and Environment Committee of our Board of Directors and our Sustainability Committee, which is comprised of members of PPG’s senior management team.",environmental,none
143,"The Sustainability Committee establishes policies, programs, procedures and goals to address sustainability in our business practices, including resource management, climate change, innovation, communications, purchasing, manufacturing and employee wellness.",environmental,action
144,Our dedication to innovation is intertwined with sustainability.,environmental,none
145,"Once again in 2018, we increased the percent of our sales from sustainable products.",environmental,action
146,"We are marketing an ever-growing variety of products and services that provide environmental, safety and other benefits to our customers.",environmental,action
147,"Our products contribute to lighter, more fuel-efficient vehicles, airplanes and ships, and they help our customers reduce their energy consumption, conserve water and reduce waste.",environmental,action
148,"These products include a compact automotive paint process that saves energy and reduces water usage; sustainable, waterborne coatings 2018 PPG ANNUAL REPORT AND FORM 10-K 19formulations; lightweight sealants and coatings for aircraft; coatings that cool surfaces; and solutions for autonomous and battery-powered vehicles.",environmental,none
149,"Public and governmental concerns related to climate change continue to grow, leading to efforts to limit the greenhouse gas emissions.",environmental,none
150,"While PPG has operations in many countries, a substantial portion of PPG’s GHG emissions are generated by locations in the U.",environmental,none
153,"PPG has, and will continue to, annually report our global GHG emissions to the voluntary CDP, formerly the Carbon Disclosure Project.",environmental,action
156,"Department of Energy, BETTER BUILDINGS®, BETTER PLANTS® program, formerly the SAVE ENERGY NOW® Leadership program, and the Environmental Protection Agency ENERGY STAR® Industrial Partnership program, both reinforcing the Company’s voluntary efforts to significantly reduce its industrial energy intensity.",environmental,action
157,"These programs include developing and implementing energy management processes and setting energy savings targets while providing a suite of educational, training, and technical resources to help meet those targets.",environmental,action
159,Our commitment to sustainability continues to yield tangible results.,environmental,none
160,"In 2018, we again made significant progress reducing our energy intensity, GHG emissions intensity, water usage intensity and waste intensity.",environmental,action
