,text,environmental,action
53,"PPG’s vision is to be the world’s leading coatings company by consistently delivering high-quality, innovative and sustainable solutions that customers trust to protect and beautify their products and surroundings.",environmental,none
110,"PPG’s major fiber glass markets are commercial and residential construction and the wind energy, energy infrastructure, transportation and electronics industries.",environmental,none
152,"Coatings raw materials, which include both organic, primarily petroleum based, materials and inorganic materials, including titanium dioxide, comprise between 70% and 80% of the Company’s cost of sales, excluding depreciation and amortization, in most coatings formulations and represent PPG’s single largest production cost component.",environmental,none
158,"These initiatives include qualifying multiple and local sources of supply, including suppliers from Asia and other lower cost regions of the world, adding on-site resin production at certain manufacturing locations and a reduction in the amount of titanium dioxide used in our product formulations.",environmental,action
159,Our global efforts to reduce titanium dioxide consumption have been successful to date and are expected to continue.,environmental,action
160,"Titanium dioxide is a raw material widely used in the paint and coatings industry as a pigment to provide hiding, durability and whiteness characteristics.",environmental,none
162,"The Company has undertaken a strategic initiative to secure and enhance PPG’s supply of titanium dioxide, as well as to minimize PPG’s use of this raw material.",environmental,action
167,", under which PPG has licensed certain chloride-based titanium dioxide technologies for use at Billions’ titanium dioxide refinement facilities in China.",environmental,none
168,"In addition, PPG has signed long-term purchase agreements for chloride-grade and sulfate-grade titanium dioxide with Billions.",environmental,none
169,"In late 2015, PPG began using chloride-grade titanium dioxide produced by Billions using PPG’s licensed chloride-based technology.",environmental,action
170,PPG’s usage of Billions’ chloride-grade titanium dioxide increased in 2016.,environmental,none
172,"Under the license agreement, Billions has the right to sell chloride-based titanium dioxide to other parties.",environmental,none
219, Environmental MattersPPG is subject to existing and evolving standards relating to protection of the environment.,environmental,none
220,"PPG is negotiating with various government agencies concerning 126 current and former manufacturing sites and offsite waste disposal locations, including 24 sites on the National Priority List.",environmental,action
221,"While PPG is not generally a major contributor of wastes to these offsite waste disposal locations, each potentially responsible party may face governmental agency assertions of joint and several liability.",environmental,none
225,The Company’s experience to date regarding environmental matters leads it to believe that it will have continuing expenditures for compliance with provisions regulating the protection of the environment and for present and future remediation efforts at waste and plant sites.,environmental,none
227,"In addition to the $285 million currently reserved for environmental remediation efforts, we may be subject to loss contingencies related to environmental matters estimated to be approximately $100 million to $200 million.",environmental,none
228,"These reasonably possible unreserved losses relate to environmental matters at a number of sites, none of which are individually significant.",environmental,none
230,"Capital expenditures for environmental control projects were $18 million, $15 million and $14 million in 2016, 2015, and 2014, respectively.",environmental,none
232,"Although future capital expenditures are difficult to estimate accurately because of constantly changing regulatory standards and policies, it can be anticipated that environmental control standards will become increasingly stringent and the cost of compliance will increase.",environmental,none
233,"In management’s opinion, the Company operates in an environmentally sound manner, is well positioned, relative to environmental matters, within the industries in which it operates and the outcome of these environmental contingencies will not have a material adverse effect on PPG’s financial position or liquidity; however, any such outcome may be material to the results of operations of any particular period in which costs, if any, are recognized.",environmental,none
234,"See Note 13, “Commitments and Contingent Liabilities,” under Item 8 of this Form 10-K for additional information related to environmental matters and our accrued liability for estimated environmental remediation costs.",environmental,none
235,"Public and governmental concerns related to climate change continue to grow, leading to efforts to limit the greenhouse gas emissions believed to be responsible.",environmental,none
236,"While PPG has operations in many countries, a substantial portion of PPG’s 12 2016 PPG ANNUAL REPORT AND FORM 10-KGHG emissions are generated by locations in the U.",environmental,none
239,"PPG has, and will continue to, annually report our global GHG emissions to the voluntary Carbon Disclosure project.",environmental,action
240,"Since PPG’s GHG emissions arise principally from combustion of fossil fuels and the purchase of electricity, PPG has for some time recognized the desirability of reducing energy consumption and GHG generation.",environmental,none
241,"For the three year period ended December 31, 2016, including the flat glass facilities divested October 1, 2016, energy consumption intensity was reduced by 30% and GHG emission generation intensity was reduced by 22%.",environmental,none
244,"Department of Energy, BETTER BUILDINGS®, BETTER PLANTS® program, formerly the SAVE ENERGY NOW® Leadership program, and the Environmental Protection Agency ENERGY STAR® Industrial Partnership program, both reinforcing the company’s voluntary efforts to significantly reduce its industrial energy intensity.",environmental,action
245,"These programs include developing and implementing energy management processes and setting energy savings targets while providing a suite of educational, training, and technical resources to help meet those targets.",environmental,action
247,PPG’s public disclosure on energy security and climate change can be viewed in our Sustainability Report at sustainability.,environmental,none
249,com or at the Carbon Disclosure Project www.,environmental,none
269,"Coatings raw materials, which include both organic, primarily petroleum based, materials and inorganic materials, including titanium dioxide, comprise between 70% and 80% of the Company’s cost of sales, exclusive of depreciation and amortization, sold in most coatings formulations and represent PPG’s single largest production cost component.",environmental,none
275,"These initiatives include qualifying multiple and local sources of supply, including suppliers from Asia and other lower cost regions of the world, adding on-site resin production at certain manufacturing locations, and a reduction in the amount of titanium dioxide and other raw materials used in our product formulations.",environmental,action
285,We are subject to existing and evolving standards relating to the protection of the environment.,environmental,none
286,"Environmental laws and regulations control, among other things, the discharge of pollutants into the air and water, the 2016 PPG ANNUAL REPORT AND FORM 10-K 13handling, use, treatment, storage and clean-up of hazardous and non-hazardous waste, the investigation and remediation of soil and groundwater affected by hazardous substances, and regulate various health and safety matters.",environmental,none
287,"The environmental laws and regulations we are subject to impose liability for the costs of, and damages resulting from, cleaning up current sites, past spills, disposals and other releases of hazardous substances.",environmental,none
289,"Future environmental laws and regulations may require substantial capital expenditures or may require or cause us to modify or curtail our operations, which may have a material adverse impact on our business, financial condition and results of operations.",environmental,none
290,"As described in Note 13, “Commitments and Contingent Liabilities,” under Item 8 of this Form 10-K, we are currently undertaking environmental remediation activities at a number of our current and former facilities and properties, the cost of which is substantial.",environmental,none
291,"In addition to the amounts currently reserved, we may be subject to loss contingencies related to environmental matters estimated to be as much as $100 million to $200 million.",environmental,none
295,"Those lawsuits and claims relate to contract, patent, environmental, product liability, asbestos exposure, antitrust, employment and other matters arising out of the conduct of PPG’s current and past business activities.",environmental,none
334,"laws and regulations, and legal compliance risks, including securities laws, tax laws, environmental laws, employment and pension-related laws, competition laws, U.",environmental,none
368,"Unexpected events, including supply disruptions, temporary plant and/or power outages, work stoppages, natural disasters and severe weather events, computer system disruptions, fires, war or terrorist activities, could increase the cost of doing business or otherwise harm the operations of PPG, our customers and our suppliers.",environmental,none
424,"These lawsuits and claims may relate to contract, patent, environmental, product liability, asbestos exposure, antitrust, employment and other matters arising out of the conduct of PPG’s current and past business activities.",environmental,none
426,"PPG’s lawsuits and claims against others include claims against insurers and other third parties with respect to actual and contingent losses related to environmental, asbestos and other matters.",environmental,none
433,"In March 2016, the Natural Resource Trustees for the Calcasieu River Estuary reached an agreement in principle with PPG and two other potentially responsible parties to resolve the Trustees’ claims for natural resource damages alleged to have been caused by the release of hazardous substances into the Estuary.",environmental,none
435,"In December 2011, the United States Environmental Protection Agency issued a Finding of Violation alleging that PPG’s Delaware, Ohio facility violated certain leak detection and repair requirements of the federal Clean Air Act.",environmental,none
602,"Other chargesOther charges in 2016 were higher than in 2015 and Other charges in 2015 were lower than in 2014, due to pre-tax environmental charges of $82 million in 2016 and $138 million in 2014.",environmental,none
603,These charges were principally for environmental remediation at a former chromium manufacturing plant and associated sites in New Jersey.,environmental,none
631,2 %14.,environmental,none
656,55Charge related to environmental remediation82 31 37.,environmental,none
683,72Charges related to environmental remediation138 52 37.,environmental,none
955,"Commitments and Contingent Liabilities, including Environmental MattersPPG is involved in a number of lawsuits and claims, both actual and potential, including some that it has asserted against others, in which substantial monetary damages are sought.",environmental,none
959,Reserves for environmental contingencies are exclusive of claims against third parties and are generally not discounted.,environmental,none
960,"In management’s opinion, the Company operates in an environmentally sound manner and the outcome of the Company’s environmental contingencies will not have a material effect on PPG’s financial position or liquidity; however, any such outcome may be material to the results of operations of any particular period in which costs, if any, are recognized.",environmental,none
961,Management anticipates that the resolution of the Company’s environmental contingencies will occur over an extended period of time.,environmental,none
962,"The Company continues to analyze, assess and remediate the environmental issues associated with PPG’s former chromium manufacturing plant in Jersey City, N.",environmental,action
965,Information will continue to be generated from the ongoing groundwater remedial investigation activities related to New Jersey Chrome and will be incorporated into a final draft remedial action work plan for groundwater expected to be submitted to the New Jersey Department of Environmental Protection no later than 2020.,environmental,action
969,"As these events occur and to the extent that the cost estimates of the environmental remediation remedies change, the existing reserve for this environmental remediation matter will be adjusted.",environmental,none
997,"Environmental cash expendituresCash outlays related to environmental remediation activities were $47 million, $109 million, and $165 million in 2016, 2015 and 2014, respectively.",environmental,none
998,We expect cash outlays for environmental remediation activities in 2017 to be between $50 million and $70 million.,environmental,none
1035,"8% % % Includes modernization and productivity improvements, expansion of existing businesses and environmental control projects.",environmental,none
1037,"Capital expenditures related to modernization and productivity improvements, expansion of existing businesses and environmental control projects is expected to be in the range of 2.",environmental,none
1124,"The unconditional purchase commitments are principally take-or-pay obligations related to the purchase of certain materials, including industrial gases and electricity, consistent with customary industry practice.",environmental,none
1150,"The most important contingencies impacting our financial statements are those related to the collectability of accounts receivable, to environmental remediation, to pending, impending or overtly threatened litigation against the Company and to the resolution of matters related to open tax years.",environmental,none
1301,"2016 2015 2014Research and development – total$487 $494 $499Less depreciation on research facilities21 18 16Research and development, net$466 $476 $483Legal CostsLegal costs, primarily include costs associated with acquisition and divestiture transactions, general litigation, environmental regulation compliance, patent and trademark protection and other general corporate purposes, are charged to expense as incurred.",environmental,none
1450,"In addition, PPG is evaluating recently issued guidance on practical expedients as part of its transition decision.",environmental,action
1455,2.,environmental,none
1919,2 — — Other0.,environmental,none
2238,"These lawsuits and claims may relate to contract, patent, environmental, product liability, antitrust, employment and other matters arising out of the conduct of PPG’s current and past business activities.",environmental,none
2240,"PPG’s lawsuits and claims against others include claims against insurers and other third parties with respect to actual and contingent losses related to environmental, asbestos and other matters.",environmental,none
2299,Environmental mattersIt is PPG’s policy to accrue expenses for environmental contingencies when it is probable that a liability has been incurred and the amount of loss can be reasonably estimated.,environmental,none
2300,Reserves for environmental contingencies are exclusive of claims against third parties and are generally not discounted.,environmental,none
2301,"In management’s opinion, the Company operates in an environmentally sound manner and the outcome of the Company’s environmental contingencies will not have a material effect on PPG’s financial position or liquidity; however, any such outcome may be material to the results of operations of any particular period in which costs, if any, are recognized.",environmental,none
2302,66 2016 PPG ANNUAL REPORT AND FORM 10-KNotes to the Consolidated Financial StatementsManagement anticipates that the resolution of the Company’s environmental contingencies will occur over an extended period of time.,environmental,none
2303,"As of December 31, 2016 and 2015, PPG had reserves for environmental contingencies associated with PPG’s former chromium manufacturing plant in Jersey City, N.",environmental,none
2305,"and for other environmental contingencies, including National Priority List sites and legacy glass and chemical manufacturing sites.",environmental,none
2307,Environmental Reserves    2016 2015New Jersey Chrome$163 $133Legacy glass and chemical70 48Other52 52Total$285 $233Current Portion$76 $51Pre-tax charges against income for environmental remediation costs are included in “Other charges” in the accompanying consolidated statement of income.,environmental,none
2308,"The pre-tax charges and cash outlays related to such environmental remediation in 2016, 2015 and 2014, were as follows: Pre-tax charges against income for environmental remediation 2016 2015 2014New Jersey Chrome$60 $— $136Other34 9 8Total$94 $9 $144Cash outlays for environmental spending$47 $109 $165The Company continues to analyze, assess and remediate the environmental issues associated with New Jersey Chrome as further discussed below.",environmental,none
2309,"During the past three years, charges for estimated environmental remediation costs were significantly higher than PPG’s historical range.",environmental,none
2310,"Excluding the charges related to New Jersey Chrome, pre-tax charges against income for environmental remediation have ranged between $8 million and $34 million per year for the past 10 years.",environmental,none
2311,Management expects cash outlays for environmental remediation costs to range from $50 million to $70 million in 2017 and $25 million to $50 million annually from 2018 through 2021.,environmental,none
2312,"It is possible that technological, regulatory and enforcement developments, the results of environmental studies and other factors could alter the Company’s expectations with respect to future charges against income and future cash outlays.",environmental,none
2314,"Remediation: New Jersey ChromeSince 1990, PPG has remediated 47 of 61 residential and nonresidential sites under the 1990 Administrative Consent Order with the New Jersey Department of Environmental Protection .",environmental,action
2323,"The most significant assumptions underlying the estimate of remediation costs for all New Jersey Chrome sites are those related to the extent and concentration of chromium impacts in the soil, as these determine the quantity of soil that must be treated in place, the quantity that will have to be excavated and transported for offsite disposal, and the nature of disposal required.",environmental,none
2324,"During the fourth quarter 2016 and the third quarter 2014, PPG completed updated assessments of costs incurred to date versus current progress and the potential cost impacts of the most recent information, including the extent of impacted soils, percentage of hazardous versus non-hazardous soils, daily soil excavation rates, and engineering, administrative and other associated costs.",environmental,action
2326,"Principal factors affecting costs included refinements in the estimate of the mix of hazardous to non-hazardous soils to be excavated, an overall increase in soil volumes to be excavated, enhanced water management requirements, decreased daily soil excavation rates due to site conditions, initial estimates for remedial actions related to groundwater, and increased oversight and management costs.",environmental,none
2329,"PPG has also completed soil remedial activities at seven sites as of December 31, 2016.",environmental,action
2330,Soil remedial and field activities for the remaining six sites will also extend beyond the end of 2017.,environmental,none
2333,"Under the revised master schedule, soil remedial and field activities at most JCO sites, adjacent properties and roadways are scheduled to be complete by 2020, 2016 PPG ANNUAL REPORT AND FORM 10-K 67Notes to the Consolidated Financial Statementswith the final JCO site to be remediated by 2022.",environmental,none
2334,The NJDEP can seek stipulated civil penalties if PPG fails to complete soil and source remediation of JCO sites or perform certain other tasks under the master schedule.,environmental,none
2337,Groundwater remediation at the former Garfield Avenue chromium-manufacturing site and five adjacent sites is expected to occur over several years after NJDEP’s approval of the work plan.,environmental,none
2338,Ongoing groundwater monitoring will be utilized to develop a final groundwater remedial action work plan which is currently expected to be submitted to NJDEP no later than 2020.,environmental,action
2339,Groundwater at the remaining 13 JCO sites or other sites for which PPG has some responsibility is not expected to be a significant issue.,environmental,none
2346,"As these events occur and to the extent that the cost estimates of the environmental remediation remedies change, the existing reserve for this environmental remediation matter will be adjusted.",environmental,none
2347,"Remediation: other sitesAmong other sites at which PPG is managing environmental liabilities, remedial actions are occurring at a legacy chemical manufacturing site in Barberton, Ohio, where PPG has completed a Facility Investigation and Corrective Measure Study under USEPA’s Resource Conservation and Recovery Act Corrective Action Program.",environmental,action
2348,"PPG has also been addressing the impacts from a legacy plate glass manufacturing site in Kokomo, Indiana under the Voluntary Remediation Program of the Indiana Department of Environmental Management.",environmental,action
2350,"With respect to certain waste sites, the financial condition of other potentially responsible parties also contributes to the uncertainty of estimating PPG’s final costs.",environmental,none
2351,"Although contributors of waste to sites involving other potentially responsible parties may face governmental agency assertions of joint and several liability, in general, final allocations of costs are made based on the relative contributions of wastes to such sites.",environmental,none
2353,"Separation and merger of the commodity chemicals businessAs a result of the commodity chemicals business separation transaction, PPG has retained responsibility for potential  environmental liabilities that may result from future Natural Resource Damage claims and any potential tort claims at the Calcasieu River Estuary associated with activities and historical operations of the Lake Charles, La.",environmental,none
2355,"PPG will additionally retain responsibility for all liabilities relating to, arising out of or resulting from sediment contamination in the Ohio River resulting from historical activities and operations at the Natrium, W.",environmental,none
2358,"Remediation: reasonably possible mattersIn addition to the amounts currently reserved for environmental remediation, the Company may be subject to loss contingencies related to environmental matters estimated to be as much as $100 million to $200 million.",environmental,none
2360,"These reasonably possible unreserved losses relate to environmental matters at a number of sites, none of which are individually significant.",environmental,none
2362,"The impact of evolving programs, such as natural resource damage claims, industrial site re-use initiatives and domestic and international remediation programs, also adds to the present uncertainties with regard to the ultimate resolution of this unreserved exposure to future loss.",environmental,none
2363,"The Company’s assessment of the potential impact of these environmental contingencies is subject to considerable uncertainty due to the complex, ongoing and evolving process of investigation and remediation, if necessary, of such environmental contingencies, and the potential for technological and regulatory developments.",environmental,none
2557,"Legacy items include current costs related to former operations of the Company, including certain environmental remediation, pension and other  postretirement benefit costs, and certain charges for legal and other matters which are considered to be unusual or non-recurring.",environmental,none
2563,"Legacy items include current costs related to former operations of the Company, including certain environmental remediation, pension and other postretirement benefit costs, legal costs and certain charges which are considered to be non-recurring.",environmental,none
2565,"The Legacy items for 2016 and 2014 include environmental remediation pre-tax charges of $82 million and $138 million, respectively.",environmental,none
2566,"These charges relate to continued environmental remediation activities at legacy chemicals sites, primarily at PPG’s former Jersey City, N.",environmental,none
2870,G.,environmental,none
3134,"Growth through acquisitions and the formation of joint ventures involve risks, including:•difficulties in assimilating acquired companies and products into our existing business;•delays in realizing the benefits from the acquired companies or products;•diversion of our management’s time and attention from other business concerns;•difficulties due to lack of or limited prior experience in any new markets we may enter;•unforeseen claims and liabilities, including unexpected environmental exposures or product ",environmental,none
3170,"PPG’s obligations with respect to Ohio River sediment will terminate on December 30, 2017 unless within five years from December 30, 2012 PPG is required to further assess or to remediate sediment contamination caused by PPG’s operation of the Natrium facility prior to the separation of the commodity chemicals business from PPG in which event PPG’s obligations with respect to sediment in the Ohio River will continue for five years beyond the time that PPG is required to further assess or remediate sediment ",environmental,none
3183,"xperts to assess the obligations associated with legal, environmental and other contingent liabilities.",environmental,none
3184,"o penetrate existing, developing and emerging foreign and domestic markets, foreign exchange rates and fluctuations in such rates, fluctuations in tax rates, the impact of future legislation, the impact of environmental regulations, unexpected business disruptions and the unpredictability of existing and possible future litigation.",environmental,none
3190,"ng charge197 140 — Environmental remediation charge 82 — 138 Stock-based compensation expense39 54 71 Net gain, from sale of businesses  — — Equity affiliate /losses, net of dividends  63   Deferred income taxes155     Cash contributions to pension plans      Restructuring cash expenditures      Cash paid for asbestos settlement funding  — — Debt refinancing charge— — 317Change in certain asset and liability accounts :      Receivables      Inventories61 31   Other current assets24     Accounts payable and ",environmental,none
