,text,environmental,action
117,G.,environmental,none
130,"PPG’s major markets are commercial and residential construction and the wind energy, energy infrastructure, transportation and electronics industries.",environmental,none
145,"  Energy is a significant production cost in the Commodity Chemicals and Glass segments, and our primary energy cost is natural gas.",environmental,none
146,PPG purchases 60-to-70 trillion British Thermal Units of natural gas each year.,environmental,none
149,"compared to 2010, reflecting higher natural gas supply stemming from the success of shale gas drilling.",environmental,none
158,"The Company also has undertaken a strategic initiative with multiple global suppliers to secure and enhance PPG’s supply of titanium dioxide, as well as to add to the global supply of this raw material.",environmental,action
162,"  In December 2006, the European Union member states adopted new comprehensive chemical management legislation known as “REACH” .",environmental,action
165,"Additionally, REACH requires the registration of these substances, entailing the filing of extensive data on their potential risks to human health and the environment.",environmental,none
213,  Environmental Matters PPG is subject to existing and evolving standards relating to protection of the environment.,environmental,none
214,"Capital   8   2011 PPG ANNUAL REPORT AND FORM 10-K Table of Contents expenditures for environmental control projects were $15 million, $16 million and $27 million in 2011, 2010 and 2009, respectively.",environmental,none
216,"Although future capital expenditures are difficult to estimate accurately because of constantly changing regulatory standards and policies, it can be anticipated that environmental control standards will become increasingly stringent and the cost of compliance will increase.",environmental,none
217,"  In March of 2011, the United States Environmental Protection Agency proposed amendments to the national emission standards for hazardous air pollutants for mercury emissions from mercury cell chlor-alkali plants known as Mercury Maximum Achievable Control Technology .",environmental,action
218,The USEPA is projecting that it will finalize this rule in September 2012.,environmental,action
223,"PPG has made an application to the Ohio River Valley Water Sanitation Commission for a variance from the mixing zone prohibition in Section VI G of the Pollution Control Standards, which are to become effective in October 2013.",environmental,action
229,"  PPG is negotiating with various government agencies concerning 103 current and former manufacturing sites and offsite waste disposal locations, including 20 sites on the National Priority List.",environmental,action
230,"While PPG is not generally a major contributor of wastes to these offsite waste disposal locations, each potentially responsible party may face governmental agency assertions of joint and several liability.",environmental,none
234,"As of December 31, 2011 and 2010, PPG had reserves for estimated environmental remediation costs totaling $226 million and $272 million, respectively, of which $59 million and $83 million, respectively, were classified as current liabilities.",environmental,none
235,"Pretax charges against income for environmental remediation costs in 2011, 2010 and 2009 totaled $16 million, $21 million and $11 million, respectively.",environmental,none
236,"Cash outlays related to such environmental remediation aggregated $59 million, $34 million and $24 million in 2011, 2010 and 2009, respectively.",environmental,none
238,"Environmental remediation of a former chromium manufacturing plant site and associated sites in Jersey City, N.",environmental,none
242,  The Company’s experience to date regarding environmental matters leads it to believe that it will have continuing expenditures for compliance with provisions regulating the protection of the environment and for present and future remediation efforts at waste and plant sites.,environmental,none
244,"  The Company’s continuing efforts to analyze and assess the environmental issues associated with New Jersey Chrome and the Calcasieu River Estuary located near our Lake Charles, La.",environmental,action
246,These charges for estimated environmental remediation costs in 2006 were significantly higher than PPG’s historical range.,environmental,none
247,"Excluding 2006, pre-tax charges against income for environmental remediation have ranged between $10 million and $35 million per year for the past 15 years.",environmental,none
249,"In addition to the amounts currently reserved, we may be subject to loss contingencies related to environmental matters estimated to be as much as $200 million to $400 million.",environmental,none
251,"This range of reasonably possible unreserved losses relate to environmental matters at a number of sites; however, about 50 percent of this range relates to additional costs at New Jersey Chrome, about 25 percent relates to the Calcasieu River Estuary and three operating PPG plant sites in the Company’s chemicals businesses, and the remaining 25 percent relates to a number of other sites, including legacy glass manufacturing sites.",environmental,none
253,"See Note 15, “Commitments and Contingent Liabilities,” under Item 8 of this Form 10-K for additional information related to environmental matters and our accrued liability for estimated environmental remediation costs.",environmental,none
254,"  Public and governmental concerns related to climate change continue to grow, leading to efforts to limit the greenhouse gas emissions believed to be responsible.",environmental,none
