,text,environmental,action
3,"31-10K bazadebezolkohpepadr=1656915796 Table of ContentsUNITED STATESSECURITIES AND EXCHANGE COMMISSIONWASHINGTON, D.",environmental,none
126,G.,environmental,none
130,"PPG’s major markets are commercial and residential construction and the wind energy, energy infrastructure, transportation and electronics industries.",environmental,none
138,"Coatings raw materials, which include both organic, primarily petroleum based, materials and inorganic materials, including titanium dioxide, generally comprise between 70% and 80% of cost of goods sold in most coatings formulations and represent PPG’s single largest production cost component.",environmental,none
139,"Energy is a significant production cost in the Glass segment, and our primary energy source is natural gas.",environmental,none
140,"With the separation of the commodity chemicals business, PPG's consumption of natural gas decreased significantly.",environmental,none
141,"Natural gas is expected to remain a competitive fuel source when compared to alternatives, especially on a global basis.",environmental,none
142,We will continue to use competitive sourcing and consumption reduction initiatives to manage natural gas costs.,environmental,action
146,"These initiatives include qualifying multiple and local sources of supply, including suppliers from Asia and other lower cost regions of the world and a reduction in the amount of titanium dioxide used in our product formulations.",environmental,action
148,"Our global efforts to reduce titanium dioxide consumption resulted in a 4% reduction and an additional 2% reduction in 2012 and 2013, respectively.",environmental,action
149,"The Company also has undertaken a strategic initiative to secure and enhance PPG’s supply of titanium dioxide, as well as to add to the global supply of this raw material.",environmental,action
153,", by which PPG will license certain chloride-based titanium dioxide technologies to Billions for use at Billions’ titanium dioxide refinement facilities in China.",environmental,action
154,"In addition, PPG has signed a long-term purchase agreement for titanium dioxide with Billions.",environmental,none
156,Billions is also able to sell its chloride-based titanium dioxide to third parties.,environmental,none
165,"Natural gas pricing remains volatile, although increased output and infrastructure development from shale gas should continue to play a role in muting long-term changes in natural gas pricing.",environmental,none
198,Environmental MattersPPG is subject to existing and evolving standards relating to protection of the environment.,environmental,none
199,"PPG is negotiating with various government agencies concerning 132 current and former manufacturing sites and offsite waste disposal locations, including 24 sites on the National Priority List.",environmental,action
200,"While PPG is not generally a major contributor of wastes to these offsite waste disposal locations, each potentially responsible party may face governmental agency assertions of joint and several liability.",environmental,none
204,The Company’s experience to date regarding environmental matters leads it to believe that it will have continuing expenditures for compliance with provisions regulating the protection of the environment and for present and future remediation efforts at waste and plant sites.,environmental,none
206,"In addition to the $310 million currently reserved for environmental remediation efforts, we may be subject to loss contingencies related to environmental matters estimated to be approximately $100 million to $200 million.",environmental,none
207,"These reasonably possible unreserved losses relate to environmental matters at a number of sites, including about one third each related to: i) additional costs at a former chromium manufacturing plant site and associated sites in Jersey City, N.",environmental,none
211,"Capital expenditures for environmental control projects were $22 million, $12 million and $15 million in 2013, 2012 and 2011, respectively.",environmental,none
213,"Although future capital expenditures are difficult to estimate accurately because of constantly changing regulatory standards and policies, it can be anticipated that environmental control standards will become increasingly stringent and the cost of compliance will increase.",environmental,none
214,"In management’s opinion, the Company operates in an environmentally sound manner, is well positioned, relative to environmental matters, within the industries in which it operates and the outcome of these environmental contingencies will not have a material adverse effect on PPG’s financial position or liquidity; however, any such outcome may be material to the results of operations of any particular period in which costs, if any, are recognized.",environmental,none
215,"See Note 14, “Commitments and Contingent Liabilities,” under Item 8 of this Form 10-K for additional information related to environmental matters and our accrued liability for estimated environmental remediation costs.",environmental,none
