,text,environmental,action
131,"PPG’s vision is to be the world’s leading coatings company by consistently delivering high-quality, innovative and sustainable solutions that customers trust to protect and beautify their products and surroundings.",environmental,none
132,"  PPG has a proud heritage and demonstrated commitment to innovation, sustainability, community engagement and developing leading-edge paint, coatings and specialty materials technologies.",environmental,none
170,"Raw materials include both organic, primarily petroleum-derived, materials and inorganic materials, including titanium dioxide.",environmental,none
177,"These initiatives include qualifying multiple sources of supply, both local and international, including suppliers from Asia and other lower cost regions of the world, adding on-site resin production at certain manufacturing locations and reducing the amount of titanium dioxide used in our product formulations.",environmental,action
187,"In contrast, average raw material costs rose by a mid-single-digit percentage in 2018 versus 2017 due to the rise in feedstock prices, acute shortages in key raw materials and the impact of Chinese environmental regulations.",environmental,none
215,Environmental MattersPPG is committed to operating in a sustainable manner and to helping our customers meet their sustainability goals.,environmental,action
216,"Our sustainability efforts are led by the Technology and Environment Committee of our Board of Directors and our Sustainability Committee, which is comprised of members of PPG’s senior management team.",environmental,none
217,"The Sustainability Committee establishes policies, programs, procedures and goals to address sustainability in our business practices, including resource management, climate change, innovation, communications, purchasing, manufacturing and employee wellness.",environmental,action
218,Our dedication to innovation is intertwined with sustainability.,environmental,none
219,"Once again, we increased the percent of our sales from sustainable products to 33% in 2019 from 32% in 2018.",environmental,action
220,"We are marketing an ever-growing variety of products and services that provide environmental, safety and other benefits to our customers.",environmental,action
221,"Our products contribute to lighter, more fuel-efficient vehicles, airplanes and ships, and they help our customers reduce their energy consumption, conserve water and reduce waste.",environmental,action
222,"These products include a compact automotive paint process that saves energy and reduces water usage; sustainable, 2019 PPG ANNUAL REPORT AND FORM 10-K 11waterborne coatings formulations; lightweight sealants and coatings for aircraft; coatings that cool surfaces; coatings for recyclable metal packaging; and solutions for autonomous and battery-powered vehicles.",environmental,none
223,The Company’s commitment to sustainability continues to yield tangible results.,environmental,none
224,"In 2019, we again made significant progress reducing our energy intensity, greenhouse gas emissions intensity and waste intensity.",environmental,action
225,"More information about PPG’s sustainability values, efforts, goals and data and our community and employee engagement programs can be found in our Sustainability Report and on our sustainability website at http://sustainability.",environmental,action
227,com and on the CDP’s website at www.,environmental,none
230,We are subject to existing and evolving standards relating to the protection of the environment.,environmental,none
231,"In management’s opinion, the Company operates in an environmentally sound manner and is well positioned, relative to environmental matters, within the industries in which it operates.",environmental,none
232,"PPG is negotiating with various government agencies concerning current and former manufacturing sites and offsite waste disposal locations, including certain sites on the National Priority List.",environmental,action
233,"While PPG is not generally a major contributor of wastes to these offsite waste disposal locations, each potentially responsible party may face governmental agency assertions of joint and several liability.",environmental,none
237,Our experience to date regarding environmental matters leads us to believe that it will have continuing expenditures for compliance with provisions regulating the protection of the environment and for present and future remediation efforts at waste and plant sites.,environmental,none
239,"In addition to the $304 million currently reserved for environmental remediation efforts, we may be subject to loss contingencies related to environmental matters estimated to be approximately $100 million to $200 million.",environmental,none
240,"These reasonably possible unreserved losses relate to environmental matters at a number of sites, none of which are individually significant.",environmental,none
242,2019 2018 2017Capital expenditures for environmental control projects$15 $20 $7It is expected that capital expenditures for such projects in 2020 will be in the range of $20 million to $30 million.,environmental,none
243,"Although future capital expenditures are difficult to estimate accurately because of constantly changing regulatory standards and policies, it can be anticipated that environmental control standards will become increasingly stringent and the cost of compliance will increase.",environmental,none
245,"See Note 14, “Commitments and Contingent Liabilities” under Item 8 of this Form 10-K for additional information related to environmental matters and our accrued liability for estimated environmental remediation costs.",environmental,none
263,"Raw materials include both organic, primarily petroleum-derived, materials and inorganic materials, including titanium dioxide.",environmental,none
270,"These initiatives include qualifying multiple and local sources of supply, including suppliers from Asia and other lower cost regions of the world, adding on-site resin production at certain manufacturing locations, and a reduction in the amount of titanium dioxide and other raw materials used in our product formulations.",environmental,action
280,We are subject to existing and evolving standards relating to the protection of the environment.,environmental,none
281,"Environmental laws and regulations control, among other things, the discharge of pollutants into the air and water, the handling, use, treatment, storage and clean-up of hazardous and non-hazardous waste, and the investigation and remediation of soil and groundwater affected by hazardous substances.",environmental,none
283,"The environmental laws and regulations we are subject to impose liability for the costs of, and damages resulting from, cleaning up current sites, past spills, disposals and other releases of hazardous substances.",environmental,none
285,"Future environmental laws and regulations may require substantial capital expenditures or may require or cause us to modify or curtail our operations, which may have a material adverse impact on our business, financial condition and results of operations.",environmental,none
288,"Those lawsuits and claims relate to contract, patent, environmental, product liability, asbestos exposure, antitrust, employment, securities and other matters arising out of the conduct of PPG’s current and past business activities.",environmental,none
322,"laws and regulations, and legal compliance risks, including securities laws, tax laws, environmental laws, employment and pension-related laws, competition laws, U.",environmental,none
356,"Unexpected events, including supply disruptions, temporary plant and/or power outages, work stoppages, natural disasters and severe weather events, significant public health issues, computer system disruptions, fires, war or terrorist activities, could increase the cost of doing business or otherwise harm the operations of PPG, our customers and our suppliers.",environmental,none
406,"These lawsuits and claims may relate to contract, patent, environmental, product liability, asbestos exposure, antitrust, employment, securities and other matters arising out of the conduct of PPG’s current and past business activities.",environmental,none
408,"PPG’s lawsuits and claims against others include claims against insurers and other third parties with respect to actual and contingent losses related to environmental, asbestos and other matters.",environmental,none
440,"From the late 1880’s until the early 1970’s, PPG owned property located in Cadogan and North Buffalo Townships, Pennsylvania which was used for the disposal of solid waste from PPG’s former glass manufacturing facility in Ford City, Pennsylvania.",environmental,none
441,"In October 2018, the Pennsylvania Department of Environmental Protection approved PPG’s cleanup plan for the Cadogan Property.",environmental,action
445,"PPG’s former disposal area is also the subject of a citizens’ suit filed by the Sierra Club and PennEnvironment seeking remedial measures beyond the measures specified in PPG’s approved cleanup plan, a civil penalty in addition to the penalty included in the CO&A and plaintiffs’ attorneys fees.",environmental,none
469,"She previously served as President and Chief Executive Officer of Honeywell UOP from 2016 to 2018, Senior Vice President and General Manager, Catalyst Adsorbents and Specialties of Honeywell UOP from 2015 to 2016 and Senior Vice President and General Manager, Gas Processing and Hydrogen of Honeywell UOP from 2012 to 2015.",environmental,none
533,Other chargesOther charges consist primarily of environmental remediation charges.,environmental,none
534,These charges were principally for environmental remediation at a former chromium manufacturing plant and associated sites in New Jersey.,environmental,none
572,71Net charges related to environmental remediation61 14 23.,environmental,none
586,05Charges related to environmental remediation and other costs77 19 24.,environmental,none
674,GDP growth.,environmental,none
727,"Favorable end-use trends are expected to continue in aerospace coatings, with the potential for heightened volatility in automotive OEM builds due to new regional emission standards.",environmental,none
776,"Commitments and Contingent Liabilities, including Environmental MattersPPG is involved in a number of lawsuits and claims, both actual and potential, including some that it has asserted against others, in which substantial monetary damages are sought.",environmental,none
781,Reserves for environmental contingencies are exclusive of claims against third parties and are generally not discounted.,environmental,none
782,"In management’s opinion, the Company operates in an environmentally sound manner and the outcome of the Company’s environmental contingencies will not have a material effect on PPG’s financial position or liquidity; however, any such outcome may be material to the results of operations of any particular period in which costs, if any, are recognized.",environmental,none
783,Management anticipates that the resolution of the Company’s environmental contingencies will occur over an extended period of time.,environmental,none
784,"As also discussed in Note 14, PPG has significant reserves for environmental contingencies.",environmental,none
785,Please refer to the Environmental Matters section of Note 14 for details of these reserves.,environmental,none
786,"A significant portion of our reserves for environmental contingencies relate to ongoing remediation at PPG's former chromium manufacturing plant in Jersey City, N.",environmental,none
792,"As these events occur and to the extent that the cost estimates of the environmental remediation remedies change, the existing reserve for this environmental remediation matter will continue to be adjusted.",environmental,none
810,8Environmental expenditures 20192018Cash outlays related to environmental remediation activities$77$64We expect cash outlays for environmental remediation activities in 2020 to be between $80 million and $100 million.,environmental,none
832,"7%—% Includes modernization and productivity improvements, expansion of existing businesses and environmental control projects.",environmental,none
833,"Capital expenditures related to modernization and productivity improvements, expansion of existing businesses and environmental control projects is expected to be in the range of 2.",environmental,none
870,"The unconditional purchase commitments are principally take-or-pay obligations related to the purchase of certain materials, including industrial gases and electricity, consistent with customary industry practice.",environmental,none
878,"The most important contingencies impacting our financial statements are those related to environmental remediation, to pending, impending or overtly threatened litigation against the Company and to the resolution of matters related to open tax years.",environmental,none
1043,"2019 2018 2017Research and development – total$456 $464 $472Less depreciation on research facilities24 23 21Research and development, net$432 $441 $451Legal CostsLegal costs, which primarily include costs associated with acquisition and divestiture transactions, general litigation, environmental regulation compliance, patent and trademark protection and other general corporate purposes, are charged to expense as incurred.",environmental,none
1154,2.,environmental,none
1776,"These lawsuits and claims may relate to contract, patent, environmental, product liability, antitrust, employment and other matters arising out of the conduct of PPG’s current and past business activities.",environmental,none
1778,"PPG’s lawsuits and claims against others include claims against insurers and other third parties with respect to actual and contingent losses related to environmental, asbestos and other matters.",environmental,none
1827,Environmental MattersIt is PPG’s policy to accrue expenses for environmental contingencies when it is probable that a liability has been incurred and the amount of loss can be reasonably estimated.,environmental,none
1828,Reserves for environmental contingencies are exclusive of claims against third parties and are generally not discounted.,environmental,none
1829,"In management’s opinion, the Company operates in an environmentally sound manner and the outcome of the Company’s environmental contingencies will not have a material effect on PPG’s financial position or liquidity; however, any such outcome may be material to the results of operations of any particular period in which costs, if any, are recognized.",environmental,none
1830,Management anticipates that the resolution of the Company’s environmental contingencies will occur over an extended period of time.,environmental,none
1831,"As remediation at certain legacy environmental sites progresses, PPG continues to refine its assumptions underlying the estimates of the expected future costs of its remediation programs.",environmental,action
1835,Certain other charges related to environmental remediation actions are also expensed as incurred.,environmental,none
1836,"As of December 31, 2019 and 2018, PPG had reserves for environmental contingencies associated with PPG’s former chromium manufacturing plant in Jersey City, New Jersey, glass and chemical manufacturing sites, and for other environmental contingencies, including current manufacturing locations and National Priority List sites.",environmental,none
1838,Environmental Reserves    2019 2018New Jersey Chrome$134 $151Glass and chemical96 90Other74 50Total$304 $291Current Portion$62 $105Pretax charges against income for environmental remediation costs are included in Other charges in the accompanying consolidated statement of income.,environmental,none
1839,"The pretax charges and cash outlays related to such environmental remediation in 2019, 2018 and 2017, were as follows: 2019 2018 2017New Jersey Chrome$43 $62 $4Other34 16 6Total$77 $78 $10Cash outlays for environmental spending$77 $64 $44The Company continues to analyze, assess and remediate the environmental issues associated with New Jersey Chrome as further discussed below.",environmental,none
1840,"During the past three years, charges for estimated environmental remediation costs were significantly higher than PPG’s historical range.",environmental,none
1841,"Excluding the charges related to New Jersey Chrome, pretax charges against income for environmental remediation have ranged between approximately $5 million and $35 million per year for the past 10 years.",environmental,none
1842,Management expects cash outlays for environmental remediation costs to range from $80 million to $100 million in 2020 and $20 million to $50 million annually from 2021 through 2024.,environmental,none
1843,"It is possible that technological, regulatory and enforcement developments, the results of environmental studies and other factors could alter the Company’s expectations with respect to future charges against income and future cash outlays.",environmental,none
1845,"70 2019 PPG ANNUAL REPORT AND 10-KNotes to the Consolidated Financial StatementsRemediation: New Jersey ChromeIn June 2009, PPG entered into a settlement agreement with the New Jersey Department of Environmental Protection and Jersey City, New Jersey which was in the form of a Judicial Consent Order .",environmental,none
