,text,environmental,action
113,"PPG’s major markets are commercial and residential construction and the wind energy, energy infrastructure, transportation and electronics industries.",environmental,none
121,"Coatings raw materials, which include both organic, primarily petroleum based, materials and inorganic materials, including titanium dioxide, generally comprise between 70% and 80% of cost of goods sold, excluding depreciation and amortization, in most coatings formulations and represent PPG’s single largest production cost component.",environmental,none
122,"Energy is a significant production cost in the Glass segment, and our primary energy source is natural gas.",environmental,none
123,"With the separation of the commodity chemicals business in 2013, PPG's consumption of natural gas decreased significantly.",environmental,none
124,"Natural gas is expected to remain a competitive fuel source when compared to alternatives, especially on a global basis.",environmental,none
125,We will continue to use competitive sourcing and consumption reduction initiatives to manage natural gas costs.,environmental,action
131,"These initiatives include qualifying multiple and local sources of supply, including suppliers from Asia and other lower cost regions of the world and a reduction in the amount of titanium dioxide used in our product formulations.",environmental,action
132,Our global efforts to reduce titanium dioxide consumption have been successful to date and are expected to continue.,environmental,action
133,"Titanium dioxide is a raw material widely used in the paint and coatings industry as a pigment to provide hiding, durability and whiteness characteristics.",environmental,none
135,"The Company has undertaken a strategic initiative to secure and enhance PPG’s supply of titanium dioxide, as well as to add to the global supply of this raw material.",environmental,action
139,", under which PPG has licensed certain chloride-based titanium dioxide technologies to Billions for use at Billions’ titanium dioxide refinement facilities in China.",environmental,none
140,"In addition, PPG has signed a long-term purchase agreement for titanium dioxide with Billions.",environmental,none
141,"In 2014, construction of Billions' titanium dioxide manufacturing and research facility was completed in the Henan Province of China.",environmental,action
144,Billions is also able to sell its chloride-based titanium dioxide to third parties.,environmental,none
148,Our ongoing global product  stewardship efforts are directed at maintaining our compliance with these standards.,environmental,action
191,Environmental MattersPPG is subject to existing and evolving standards relating to protection of the environment.,environmental,none
192,"PPG is negotiating with various government agencies concerning 126 current and former manufacturing sites and offsite waste disposal locations, including 24 sites on the National Priority List.",environmental,action
193,"While PPG is not generally a major contributor of wastes to these offsite waste disposal locations, each potentially responsible party may face governmental agency assertions of joint and several liability.",environmental,none
197,The Company’s experience to date regarding environmental matters leads it to believe that it will have continuing expenditures for compliance with provisions regulating the protection of the environment and for present and future remediation efforts at waste and plant sites.,environmental,none
199,"In addition to the $317 million currently reserved for environmental remediation efforts, we may be subject to loss contingencies related to environmental matters estimated to be approximately $75 million to $200 million.",environmental,none
200,These reasonably possible unreserved losses relate to environmental matters at a number of sites.,environmental,none
202,"Capital expenditures for environmental control projects were $14 million, $22 million and $12 million in 2014, 2013 and 2012, respectively.",environmental,none
204,"Although future capital expenditures are difficult to estimate accurately because of constantly changing regulatory standards and policies, it can be 12 2014 PPG ANNUAL REPORT AND FORM 10-KTable of Contentsanticipated that environmental control standards will become increasingly stringent and the cost of compliance will increase.",environmental,none
205,"In management’s opinion, the Company operates in an environmentally sound manner, is well positioned, relative to environmental matters, within the industries in which it operates and the outcome of these environmental contingencies will not have a material adverse effect on PPG’s financial position or liquidity; however, any such outcome may be material to the results of operations of any particular period in which costs, if any, are recognized.",environmental,none
206,"See Note 13, “Commitments and Contingent Liabilities,” under Item 8 of this Form 10-K for additional information related to environmental matters and our accrued liability for estimated environmental remediation costs.",environmental,none
207,"Public and governmental concerns related to climate change continue to grow, leading to efforts to limit the greenhouse gas emissions believed to be responsible.",environmental,none
208,"While PPG has operations in many countries, a substantial portion of PPG’s GHG emissions are generated by locations in the U.",environmental,none
211,"PPG has, and will continue to, annually report our global GHG emissions to the voluntary Carbon Disclosure project.",environmental,action
212,Energy prices and availability of supply continue to be a concern for major energy users.,environmental,none
213,"Since PPG’s GHG emissions arise principally from combustion of fossil fuels, PPG has for some time recognized the desirability of reducing energy consumption and GHG generation.",environmental,none
214,"From 2012 to 2013, energy consumption was reduced by 36% and GHG emission generation was reduced by 33%.",environmental,action
215,PPG's total annual energy consumption and GHG emissions were significantly reduced as a result of the separation of its commodity chemicals business in January 2013.,environmental,none
216,"From 2013 to 2014, energy consumption was reduced by 8% and GHG emission generation was reduced by 10%.",environmental,action
219,"Department of Energy, BETTER BUILDINGS®, BETTER PLANTS®program, formerly the Saving Energy Now Leadership program, and the Environmental Protection Agency Energy Star Industrial Partnership program, both reinforcing the company’s voluntary efforts to significantly reduce its industrial energy intensity.",environmental,action
220,"These programs include developing and implementing energy management processes and setting energy savings targets while providing a suite of educational, training, and technical resources to help meet those targets.",environmental,action
222,PPG’s public disclosure on energy security and climate change can be viewed in our Sustainability Report at www.,environmental,none
224,com/sustainability or at the Carbon Disclosure Project www.,environmental,none
225,cdproject.,environmental,none
244,"Coatings raw materials, which include both organic, primarily petroleum based, materials and inorganic materials, including titanium dioxide, generally comprise between 70% and 80% of cost of goods, exclusive of depreciation and amortization, sold in most coatings formulations and represent PPG’s single largest production cost component.",environmental,none
250,"These initiatives include qualifying multiple and local sources of supply, including suppliers from Asia and other lower cost regions of the world and a reduction in the amount of titanium dioxide used in our product formulations.",environmental,action
262,"Our base case assumption is that European growth will remain mixed by country but subdued overall, but European economies may benefit from lower global energy prices.",environmental,none
265,We are subject to existing and evolving standards relating to the protection of the environment.,environmental,none
266,"Environmental laws and regulations control, among other things, the discharge of pollutants into the air and water, the handling, use, treatment, storage and clean-up of hazardous and non-hazardous waste, the investigation and remediation of soil and groundwater affected by hazardous substances, and regulate various health and safety matters.",environmental,none
267,"The environmental laws and regulations we are subject to impose liability for the costs of, and damages resulting from, cleaning up current sites, past spills, disposals and other releases of hazardous substances.",environmental,none
269,"Future environmental laws and regulations may require substantial capital expenditures or may require or cause us to modify or curtail our operations, which may have a material adverse impact on our business, financial condition and results of operations.",environmental,none
270,"As described in Note 13, “Commitments and Contingent Liabilities,” under Item 8 of this Form 10-K, we are currently undertaking environmental remediation activities at a number of our current and former facilities and properties, the cost of which is substantial.",environmental,none
271,"In addition to the amounts currently reserved, we may be subject to loss contingencies related to environmental matters estimated to be as much as $75 million to $200 million.",environmental,none
275,"Those lawsuits and claims relate to contract, patent, environmental, product liability, antitrust and other matters arising out of the conduct of PPG’s current and past business activities.",environmental,none
301,Most of our potential exposure relates to allegations by plaintiffs that PPG should be liable for injuries involving asbestos containing thermal insulation products manufactured by Pittsburgh Corning Corporation .,environmental,none
313,"laws and regulations, and legal compliance risks, including securities laws, tax laws, environmental laws, employment and pension-related laws, competition laws, U.",environmental,none
333,"Unexpected events, including supply disruptions, temporary plant and/or power outages, work stoppages, natural disasters and severe weather events, computer system disruptions, fires, war or terrorist activities, could increase the cost of doing business or otherwise harm the operations of PPG, our customers and our suppliers.",environmental,none
386,"These lawsuits and claims, the most significant of which are described below, relate to contract, patent, environmental, product liability, antitrust and other matters arising out of the conduct of PPG’s current and past business activities.",environmental,none
388,"PPG’s lawsuits and claims against others include claims against insurers and other third parties with respect to actual and contingent losses related to environmental, asbestos and other matters.",environmental,none
403,"Niekamp 55Senior Vice President, Automotive Coatings since August 2010 McGarry has executive oversight responsibility for all of PPG’s strategic business units and operating regions and for the global Information Technology, Environment, Health and Safety, and Purchasing and Logistics functions.",environmental,none
406,"His responsibilities also included the global Information Technology, Environmental Health and Safety and Corporate Quality functions.",environmental,none
506,Other charges increased $32 million from the prior year to $221 million primarily due to higher legacy environmental remediation charges.,environmental,none
507,"The Company recorded pre-tax  environmental charges for the environmental remediation at a former chromium manufacturing plant and associated sites in New Jersey of $136 million and $89 million in 2014 and 2013, respectively.",environmental,none
536,9%Charges related to environmental remediation138 52 37.,environmental,none
543,5%Charges related to environmental remediation101 37 36.,environmental,none
551,44Charges related to environmental remediation86 0.,environmental,none
557,50Charges related to environmental remediation64 0.,environmental,none
593,Higher natural gas-based energy costs early in the year were also a negative factor although this impact declined later in the year.,environmental,none
733,"Other charges decreased $34 million, or 15% from the prior year, to $189 million primarily due to lower legacy environmental remediation charges in 2013.",environmental,none
734,"In 2013, the largest charge included in other charges relates to a pre-tax charge of $89 million for the environmental remediation at a former chromium manufacturing plant and associated sites in New Jersey and a pre-tax charge of $12 million related to environmental remediation at a legacy chemical manufacturing site.",environmental,none
735,"The 2012 other charges included a pre-tax charge of $159 million, related primarily to the environmental remediation at the former chromium manufacturing plant and associated sites in New Jersey.",environmental,none
761,5%Charges related to environmental remediation101 37 36.,environmental,none
769,2%Charges related to environmental remediation159 60 37.,environmental,none
774,50Charges related to environmental remediation64 0.,environmental,none
782,89Charges related to environmental remediation99 0.,environmental,none
812,"Commitments and Contingent Liabilities, including Environmental MattersPPG is involved in a number of lawsuits and claims, both actual and potential, including some that it has asserted against others, in which substantial monetary damages are sought.",environmental,none
815,Reserves for environmental contingencies are exclusive of claims against third parties and are generally not discounted.,environmental,none
816,"In management’s opinion, the Company operates in an environmentally sound manner and the outcome of the Company’s environmental contingencies will not have a material effect on PPG’s financial position or liquidity; however, any such outcome may be material to the results of operations of any particular period in which costs, if any, are recognized.",environmental,none
817,Management anticipates that the resolution of the Company’s environmental contingencies will occur over an extended period of time.,environmental,none
818," As of December 31, 2014 and 2013, PPG had reserves for environmental contingencies totaling $317 million and $337 million, respectively, of which $141 million and $133 million, respectively, were classified as current liabilities.",environmental,none
819,"Pre-tax charges against income for environmental remediation costs in 2014, 2013 and 2012 totaled $144 million, $108 million and $166 million, respectively, and are included in “Other charges” in the accompanying consolidated statement of income.",environmental,none
820,"Cash outlays related to environmental remediation were $165 million, $111 million, and $62 million in 2014, 2013 and 2012, respectively.",environmental,none
821,"In addition to the amounts currently reserved for environmental remediation, the Company may be subject to loss contingencies related to environmental matters now estimated to  be approximately $75 million to $200 million which is lower than the estimate of $100 million to $200 million as of December 31, 2013 as a result of the additional environmental remediation charge recorded in the third quarter of 2014 explained below.",environmental,none
823,These reasonably possible unreserved losses relate to environmental matters at a number of sites.,environmental,none
825,"The impact of evolving programs, such as natural resource damage claims, industrial site re-use initiatives and state remediation programs, also adds to the present uncertainties with regard to the ultimate resolution of this unreserved exposure to future loss.",environmental,none
826,"The Company’s assessment of the potential impact of these environmental contingencies is subject to considerable uncertainty due to the complex, ongoing and evolving process of investigation and remediation, if necessary, of such environmental contingencies, and the potential for technological and regulatory developments.",environmental,none
