,text,environmental,action
57,"throughout exxonmobil’s businesses, new and ongoing measures are taken to prevent and minimize the impact of our operations on air, water and ground.",environmental,action
58,"these include a significant investment in refining infrastructure and technology to manufacture clean fuels, as well as projects to monitor and reduce nitrogen oxide, sulfur oxide and greenhouse gas emissions, and expenditures for asset retirement obligations.",environmental,action
59,"using definitions and guidelines established by the american petroleum institute, exxonmobil’s 2018 worldwide environmental expenditures for all such preventative and remediation steps, including exxonmobil’s share of equity company expenditures, were $4.",environmental,none
98,"a number of countries limit access to their oil and gas resources, or may place resources off-limits from development altogether.",environmental,none
105,"some countries in which we do business lack well-developed legal systems, or have not yet adopted, or may be unable to maintain, clear regulatory frameworks for oil and gas development.",environmental,none
114,climate change and greenhouse gas restrictions.,environmental,none
115,"due to concern over the risks of climate change, a number of countries have adopted, or are considering the adoption of, regulatory frameworks to reduce greenhouse gas emissions.",environmental,action
116,"these include adoption of cap and trade regimes, carbon taxes, minimum renewable usage requirements, restrictive permitting, increased efficiency standards, and incentives or mandates for renewable energy.",environmental,action
117,"such policies could make our products more expensive, less competitive, lengthen project implementation times, and reduce demand for hydrocarbons, as well as shift hydrocarbon demand toward relatively lower-carbon sources such as natural gas.",environmental,none
118,"current and pending greenhouse gas regulations or policies may also increase our compliance costs, such as for monitoring or sequestering emissions.",environmental,none
119,government sponsorship of alternative energy.,environmental,action
120,many governments are providing tax advantages and other subsidies to support alternative energy sources or are mandating the use of specific fuels or technologies.,environmental,action
121,governments and others are also promoting research into new technologies to reduce the cost and increase the scalability of alternative energy sources.,environmental,action
123,"our research projects focus on developing algae-based biofuels, carbon capture and storage, breakthrough energy efficiency processes, advanced energy-saving materials, and other technologies.",environmental,action
124,"for example, exxonmobil is working with fuel cell energy inc.",environmental,action
125,to explore using carbonate fuel cells to economically capture co2 emissions from gas-fired power plants.,environmental,action
126,our future results may depend in part on the success of our research efforts and on our ability to adapt and apply the strengths of our current business model to providing the energy products of the future in a cost-competitive manner.,environmental,action
143,"to maintain our competitive position, especially in light of the technological nature of our businesses and the need for continuous efficiency improvement, exxonmobil’s research and development organizations must be successful and able to adapt to a changing market and policy environment, including developing technologies to help reduce greenhouse gas emissions.",environmental,action
145,"safety, business controls, and environmental risk management.",environmental,none
147,we apply rigorous management systems and continuous focus on workplace safety and avoiding spills or other adverse environmental events.,environmental,action
149,"similarly, we are implementing cost-effective new technologies and adopting new operating practices to reduce air emissions, not only in response to government requirements but also to address community priorities.",environmental,action
156,"cybersecurity disruptions could cause physical harm to people or the environment; damage or destroy assets; compromise business systems; result in proprietary information being altered, lost, or stolen; result in employee, customer, or third-party information being compromised; or otherwise disrupt our business operations.",environmental,none
159,"our operations may be disrupted by severe weather events, natural disasters, human error, and similar events.",environmental,none
160,"for example, hurricanes may damage our offshore production facilities or coastal refining and petrochemical plants in vulnerable areas.",environmental,none
161,"our facilities are designed, constructed, and operated to withstand a variety of extreme climatic and other conditions, with safety factors built in to cover a number of engineering uncertainties, including those associated with wave, wind, and current intensity, marine ice flow patterns, permafrost stability, storm surge magnitude, temperature extremes, extreme rainfall events, and earthquakes.",environmental,none
162,our consideration of changing weather conditions and inclusion of safety factors in design covers the engineering uncertainties that climate change and other events may potentially introduce.,environmental,none
163,our ability to mitigate the adverse impacts of these events depends in part upon the effectiveness of our robust facility engineering as well as our rigorous disaster preparedness and response and business continuity planning.,environmental,none
170,technology and expertise provided by industry service companies may also enhance the competitiveness of firms that may not have the internal resources and capabilities of exxonmobil or reduce the need for resource-owning countries to partner with private-sector oil and gas companies in order to monetize national resources.,environmental,none
183,natural gas is converted to an oil-equivalent basis at six billion cubic feet per one million barrels.,environmental,none
204,"this group also maintains the official company reserves estimates for exxonmobil’s proved reserves of crude oil, natural gas liquids, bitumen, synthetic oil, and natural gas.",environmental,none
265,"88       natural gas, per thousand cubic feet   2.",environmental,none
294,"64       natural gas, per thousand cubic feet   2.",environmental,none
316,"85       natural gas, per thousand cubic feet   2.",environmental,none
352,"88       natural gas, per thousand cubic feet   2.",environmental,none
381,"81       natural gas, per thousand cubic feet   2.",environmental,none
403,"70       natural gas, per thousand cubic feet   2.",environmental,none
439,"99       natural gas, per thousand cubic feet   1.",environmental,none
468,"87       natural gas, per thousand cubic feet   2.",environmental,none
490,"56       natural gas, per thousand cubic feet   1.",environmental,none
518,the natural gas available for sale volumes are different from those shown in the reserves table in the “oil and gas reserves” part of the “supplemental information on oil and gas exploration and production activities” portion of the financial section of this report due to volumes consumed or flared.,environmental,none
519,natural gas is converted to an oil-equivalent basis at six million cubic feet per one thousand barrels.,environmental,none
584,"in 2018, the dutch cabinet notified parliament of its intention to further reduce previously legislated groningen gas extraction in response to seismic events over the last several years.",environmental,action
638,2 million tonnes per year gross liquefied natural gas capacity and 2.,environmental,none
656,"the co-venturer-operated gorgon jansz liquefied natural gas development consists of a subsea infrastructure for offshore production and transportation of the gas, a 15.",environmental,none
657,"6 million tonnes per year liquefied natural gas facility and a 280 million cubic feet per day domestic gas plant located on barrow island, western australia.",environmental,none
665,9 million tonnes per year liquefied natural gas facility near port moresby.,environmental,none
