,text,environmental,action
35,"their principal business is energy, involving exploration for, and production of, crude oil and natural gas, manufacture of petroleum products and transportation and sale of crude oil, natural gas and petroleum products.",environmental,none
42,"throughout exxonmobil’s businesses, new and ongoing measures are taken to prevent and minimize the impact of our operations on air, water and ground.",environmental,action
43,"these include a significant investment in refining infrastructure and technology to manufacture clean fuels as well as projects to monitor and reduce nitrogen oxide, sulfur oxide, and greenhouse gas emissions and expenditures for asset retirement obligations.",environmental,action
44,"  using definitions and guidelines established by the american petroleum institute, exxonmobil’s 2012 worldwide environmental expenditures for all such preventative and remediation steps, including exxonmobil’s share of equity company expenditures, were $5.",environmental,none
98,"a number of countries limit access to their oil and gas resources, or may place resources off-limits from development altogether.",environmental,none
111,"some countries in which we do business lack well-developed legal systems, or have not yet adopted clear regulatory frameworks for oil and gas development.",environmental,action
120,climate change and greenhouse gas restrictions.,environmental,none
121,"due to concern over the risk of climate change, a number of countries have adopted, or are considering the adoption of, regulatory frameworks to reduce greenhouse gas emissions.",environmental,action
122,"these include adoption of cap and trade regimes, carbon taxes, restrictive permitting, increased efficiency standards, and incentives or mandates for renewable energy.",environmental,action
123,"these requirements could make our products more expensive, lengthen project implementation times, and reduce demand for hydrocarbons, as well as shift hydrocarbon demand toward relatively lower-carbon sources such as natural gas.",environmental,none
124,"current and pending greenhouse gas regulations may also increase our compliance costs, such as for monitoring or sequestering emissions.",environmental,none
125,government sponsorship of alternative energy.,environmental,action
126,many governments are providing tax advantages and other subsidies to support alternative energy sources or are mandating the use of specific fuels or technologies.,environmental,action
127,governments are also promoting research into new technologies to reduce the cost and increase the scalability of alternative energy sources.,environmental,action
128,"we are conducting our own research efforts into alternative energy, such as through sponsorship of the global climate and energy project at stanford university and research into fuel-producing algae.",environmental,action
129,our future results may depend in part on the success of our research efforts and on our ability to adapt and apply the strengths of our current business model to providing the energy products of the future in a cost-competitive manner.,environmental,action
147,"safety, business controls, and environmental risk management.",environmental,none
