,text,environmental,action
35,"their principal business is energy, involving exploration for, and production of, crude oil and natural gas, manufacture of petroleum products and transportation and sale of crude oil, natural gas and petroleum products.",environmental,none
41,"throughout exxonmobil’s businesses, new and ongoing measures are taken to prevent and minimize the impact of our operations on air, water and ground.",environmental,action
42,"these include a significant investment in refining infrastructure and technology to manufacture clean fuels, as well as projects to monitor and reduce nitrogen oxide, sulfur oxide and greenhouse gas emissions, and expenditures for asset retirement obligations.",environmental,action
43,"using definitions and guidelines established by the american petroleum institute, exxonmobil’s 2015 worldwide environmental expenditures for all such preventative and remediation steps, including exxonmobil’s share of equity company expenditures, were $5.",environmental,none
103,"a number of countries limit access to their oil and gas resources, or may place resources off-limits from development altogether.",environmental,none
112,"some countries in which we do business lack well-developed legal systems, or have not yet adopted clear regulatory frameworks for oil and gas development.",environmental,action
121,climate change and greenhouse gas restrictions.,environmental,none
122,"due to concern over the risk of climate change, a number of countries have adopted, or are considering the adoption of, regulatory frameworks to reduce greenhouse gas emissions.",environmental,action
123,"these include adoption of cap and trade regimes, carbon taxes, restrictive permitting, increased efficiency standards, and incentives or mandates for renewable energy.",environmental,action
124,"these requirements could make our products more expensive, lengthen project implementation times, and reduce demand for hydrocarbons, as well as shift hydrocarbon demand toward relatively lower-carbon sources such as natural gas.",environmental,none
125,"current and pending greenhouse gas regulations may also increase our compliance costs, such as for monitoring or sequestering emissions.",environmental,none
126,government sponsorship of alternative energy.,environmental,action
127,many governments are providing tax advantages and other subsidies to support alternative energy sources or are mandating the use of specific fuels or technologies.,environmental,action
128,governments are also promoting research into new technologies to reduce the cost and increase the scalability of alternative energy sources.,environmental,action
129,"we are conducting our own research efforts into alternative energy, such as through sponsorship of the global climate and energy project at stanford university and research into liquid products from algae and biomass that can be further converted to transportation fuels.",environmental,action
130,our future results may depend in part on the success of our research efforts and on our ability to adapt and apply the strengths of our current business model to providing the energy products of the future in a cost-competitive manner.,environmental,action
146,"to maintain our competitive position, especially in light of the technological nature of our businesses and the need for continuous efficiency improvement, exxonmobil’s research and development organizations must be successful and able to adapt to a changing market and policy environment, including developing technologies to help reduce greenhouse gas emissions.",environmental,action
147,"safety, business controls, and environmental risk management.",environmental,none
149,we apply rigorous management systems and continuous focus to workplace safety and to avoiding spills or other adverse environmental events.,environmental,action
151,"similarly, we are implementing cost-effective new technologies and adopting new operating practices to reduce air emissions, not only in response to government requirements but also to address community priorities.",environmental,action
158,"our operations may be disrupted by severe weather events, natural disasters, human error, and similar events.",environmental,none
159,"for example, hurricanes may damage our offshore production facilities or coastal refining and petrochemical plants in vulnerable areas.",environmental,none
160,"our facilities are designed, constructed, and operated to withstand a variety of extreme climatic and other conditions, with safety factors built in to cover a number of engineering uncertainties, including those associated with wave, wind, and current intensity, marine ice flow patterns, permafrost stability, storm surge magnitude, temperature extremes, extreme rain fall events, and earthquakes.",environmental,none
161,our consideration of changing weather conditions and inclusion of safety factors in design covers the engineering uncertainties that climate change and other events may potentially introduce.,environmental,none
162,our ability to mitigate the adverse impacts of these events depends in part upon the effectiveness of our robust facility engineering as well as our rigorous disaster preparedness and response and business continuity planning.,environmental,none
176,1 million barrels of crude oil and natural gas liquids and 23 billion cubic feet of natural gas.,environmental,none
186,"when crude oil and natural gas prices are in the range seen in late 2015 and early 2016 for an extended period of time, under the sec definition of proved reserves, certain quantities of oil and natural gas, such as oil sands operations in canada and natural gas operations in north america could temporarily not qualify as proved reserves.",environmental,none
199,"this group also maintains the official company reserves estimates for exxonmobil’s proved reserves of crude and natural gas liquids, bitumen, synthetic oil and natural gas.",environmental,none
214,2.,environmental,none
239,"the largest of these is related to lng/gas projects in australia, where construction of the gorgon lng project is under way.",environmental,none
264,"16       natural gas, per thousand cubic feet   1.",environmental,none
293,"75       natural gas, per thousand cubic feet   2.",environmental,none
315,"77       natural gas, per thousand cubic feet   1.",environmental,none
351,"07       natural gas, per thousand cubic feet   3.",environmental,none
380,"41       natural gas, per thousand cubic feet   4.",environmental,none
402,"84       natural gas, per thousand cubic feet   3.",environmental,none
439,"12       natural gas, per thousand cubic feet   2.",environmental,none
468,"96       natural gas, per thousand cubic feet   4.",environmental,none
490,"26       natural gas, per thousand cubic feet   3.",environmental,none
518,the natural gas available for sale volumes are different from those shown in the reserves table in the “oil and gas reserves” part of the “supplemental information on oil and gas exploration and production activities” portion of the financial section of this report due to volumes consumed or flared.,environmental,none
555,2 million acres.,environmental,none
640,2 million tonnes per year gross liquefied natural gas capacity and 2.,environmental,none
662,project construction and commissioning activity for the co-venturer operated gorgon liquefied natural gas project progressed in 2015.,environmental,none
677,"worldwide, we are contractually committed to deliver approximately 43 million barrels of oil and 2,800 billion cubic feet of natural gas for the period from 2016 through 2018.",environmental,action
706,argentina the federal hydrocarbon law was amended in december 2014.,environmental,none
744,"omls granted under the 1969 petroleum act, which include all deepwater omls, have a maximum term of 20 years without distinction for onshore or offshore location and are renewable, upon 12 months’ written notice, for another period of 20 years.",environmental,none
820,2   -   0.,environmental,none
854,2   0.,environmental,none
855,2   0.,environmental,none
862,2   2.,environmental,none
874,"      legal proceedings as reported in the corporation’s form 10-q for the third quarter of 2015, following exxonmobil oil corporation’s self-reporting of an air emission event at the exxonmobil beaumont chemical plant, the texas commission on environmental quality notified emoc on september 17, 2015, that it was seeking a penalty of $150,000 for exceeding provisions of the texas administrative code and the texas health and safety code.",environmental,none
876,the balance will be paid for a supplemental environmental project upon endorsement by the tceq.,environmental,none
945, neil w.,environmental,none
993,"he was vice president, safety, security, health and environment of exxon mobil corporation july 1, 2011 – august 31, 2014.",environmental,none
1081,2   16.,environmental,none
1089,2   12.,environmental,none
1105,"2,723   2,667     total 2,345   2,111       total 4,432   4,476                                     natural gas production available for sale         petroleum product sales           united states 3,147   3,404     united states 2,521   2,655   non-u.",environmental,none
1132,2   28.,environmental,none
1146,2   6.,environmental,none
1152,2   2.,environmental,none
1240,   gas converted to oil-equivalent at 6 million cubic feet = 1 thousand barrels.,environmental,none
1273,"the corporation’s accounting and financial reporting fairly reflect its straightforward business model involving the extracting, manufacturing and marketing of hydrocarbons and hydrocarbon-based products.",environmental,none
1275,"exxonmobil, with its resource base, financial strength, disciplined investment approach and technology portfolio, is well-positioned to participate in substantial investments to develop new energy supplies.",environmental,action
1283,"40  management’s discussion and analysis of financial condition and results of operations     business environment and risk assessment long-term business outlook by 2040, the world’s population is projected to grow to approximately 9 billion people, or about 1.",environmental,none
1286,"as economies and populations grow, and as living standards improve for billions of people, the need for energy will continue to rise.",environmental,none
1287,"even with significant efficiency gains, global energy demand is projected to rise by about 25 percent from 2014 to 2040.",environmental,none
1289,"  as expanding prosperity drives global energy demand higher, increasing use of energy‑efficient and lower‑emission fuels, technologies and practices will continue to help significantly reduce energy consumption and emissions per unit of economic output over time.",environmental,action
1290,"substantial efficiency gains are likely in all key aspects of the world’s economy through 2040, affecting energy requirements for transportation, power generation, industrial applications, and residential and commercial needs.",environmental,none
1291,"energy for transportation – including cars, trucks, ships, trains and airplanes – is expected to increase by about 30 percent from 2014 to 2040.",environmental,none
1292,the growth in transportation energy demand is likely to account for approximately 60 percent of the growth in liquid fuels demand worldwide over this period.,environmental,none
1293,"nearly all the world’s transportation fleets will continue to run on liquid fuels, which are abundant, widely available, easy to transport, and provide a large quantity of energy in small volumes.",environmental,none
1294,"demand for electricity around the world is likely to increase approximately 65 percent from 2014 to 2040, led by growth in developing countries.",environmental,none
1295,"consistent with this projection, power generation is expected to remain the largest and fastest‑growing major segment of global energy demand.",environmental,none
1296,meeting the expected growth in power demand will require a diverse set of energy sources.,environmental,none
1297,"today, coal‑fired generation provides about 40 percent of the world’s electricity, but by 2040 its share is likely to decline to about 30 percent, in part as a result of policies to improve air quality and reduce greenhouse gas emissions and the risks of climate change.",environmental,none
1298,"from 2014 to 2040, the amount of electricity generated using natural gas, nuclear power, and renewables are all likely to double.",environmental,none
1299,"by 2040, coal, natural gas and renewables are projected to be generating approximately the same share of electricity worldwide, although significant differences will exist across regions reflecting a wide range of factors including the cost and availability of energy types.",environmental,none
1300,"liquid fuels provide the largest share of global energy supplies today due to their broad-based availability, affordability and ease of transportation, distribution and storage to meet consumer needs.",environmental,none
1301,"by 2040, global demand for liquid fuels is projected to grow to approximately 112 million barrels of oil‑equivalent per day, an increase of about 20 percent from 2014.",environmental,none
