,text,environmental,action
35,"their principal business is energy, involving exploration for, and production of, crude oil and natural gas, manufacture of petroleum products and transportation and sale of crude oil, natural gas and petroleum products.",environmental,none
41,"throughout exxonmobil’s businesses, new and ongoing measures are taken to prevent and minimize the impact of our operations on air, water and ground.",environmental,action
42,"these include a significant investment in refining infrastructure and technology to manufacture clean fuels, as well as projects to monitor and reduce nitrogen oxide, sulfur oxide and greenhouse gas emissions, and expenditures for asset retirement obligations.",environmental,action
43,"using definitions and guidelines established by the american petroleum institute, exxonmobil’s 2016 worldwide environmental expenditures for all such preventative and remediation steps, including exxonmobil’s share of equity company expenditures, were $4.",environmental,none
103,"a number of countries limit access to their oil and gas resources, or may place resources off-limits from development altogether.",environmental,none
112,"some countries in which we do business lack well-developed legal systems, or have not yet adopted clear regulatory frameworks for oil and gas development.",environmental,action
121,climate change and greenhouse gas restrictions.,environmental,none
122,"due to concern over the risk of climate change, a number of countries have adopted, or are considering the adoption of, regulatory frameworks to reduce greenhouse gas emissions.",environmental,action
123,"these include adoption of cap and trade regimes, carbon taxes, restrictive permitting, increased efficiency standards, and incentives or mandates for renewable energy.",environmental,action
124,"these requirements could make our products more expensive, lengthen project implementation times, and reduce demand for hydrocarbons, as well as shift hydrocarbon demand toward relatively lower-carbon sources such as natural gas.",environmental,none
125,"current and pending greenhouse gas regulations may also increase our compliance costs, such as for monitoring or sequestering emissions.",environmental,none
126,government sponsorship of alternative energy.,environmental,action
127,many governments are providing tax advantages and other subsidies to support alternative energy sources or are mandating the use of specific fuels or technologies.,environmental,action
128,governments and others are also promoting research into new technologies to reduce the cost and increase the scalability of alternative energy sources.,environmental,action
130,"our research projects focus on developing algae-based biofuels, carbon capture and storage, breakthrough energy efficiency processes, advanced energy-saving materials and other technologies.",environmental,action
131,"for example, exxonmobil is working with fuel cell energy inc.",environmental,action
132,to explore using carbonate fuel cells to economically capture co2 emissions from gas-fired power plants.,environmental,action
133,our future results may depend in part on the success of our research efforts and on our ability to adapt and apply the strengths of our current business model to providing the energy products of the future in a cost-competitive manner.,environmental,action
149,"to maintain our competitive position, especially in light of the technological nature of our businesses and the need for continuous efficiency improvement, exxonmobil’s research and development organizations must be successful and able to adapt to a changing market and policy environment, including developing technologies to help reduce greenhouse gas emissions.",environmental,action
150,"safety, business controls, and environmental risk management.",environmental,none
152,we apply rigorous management systems and continuous focus to workplace safety and to avoiding spills or other adverse environmental events.,environmental,action
154,"similarly, we are implementing cost-effective new technologies and adopting new operating practices to reduce air emissions, not only in response to government requirements but also to address community priorities.",environmental,action
161,"our operations may be disrupted by severe weather events, natural disasters, human error, and similar events.",environmental,none
162,"for example, hurricanes may damage our offshore production facilities or coastal refining and petrochemical plants in vulnerable areas.",environmental,none
163,"our facilities are designed, constructed, and operated to withstand a variety of extreme climatic and other conditions, with safety factors built in to cover a number of engineering uncertainties, including those associated with wave, wind, and current intensity, marine ice flow patterns, permafrost stability, storm surge magnitude, temperature extremes, extreme rain fall events, and earthquakes.",environmental,none
164,our consideration of changing weather conditions and inclusion of safety factors in design covers the engineering uncertainties that climate change and other events may potentially introduce.,environmental,none
165,our ability to mitigate the adverse impacts of these events depends in part upon the effectiveness of our robust facility engineering as well as our rigorous disaster preparedness and response and business continuity planning.,environmental,none
205,"this group also maintains the official company reserves estimates for exxonmobil’s proved reserves of crude and natural gas liquids, bitumen, synthetic oil and natural gas.",environmental,none
220,2.,environmental,none
245,"the largest of these is related to lng/gas projects in australia, where construction of the gorgon lng project is in the final phases.",environmental,none
270,"99       natural gas, per thousand cubic feet   1.",environmental,none
299,"87       natural gas, per thousand cubic feet   2.",environmental,none
321,"56       natural gas, per thousand cubic feet   1.",environmental,none
357,"16       natural gas, per thousand cubic feet   1.",environmental,none
386,"75       natural gas, per thousand cubic feet   2.",environmental,none
408,"77       natural gas, per thousand cubic feet   1.",environmental,none
445,"07       natural gas, per thousand cubic feet   3.",environmental,none
474,"41       natural gas, per thousand cubic feet   4.",environmental,none
496,"84       natural gas, per thousand cubic feet   3.",environmental,none
524,the natural gas available for sale volumes are different from those shown in the reserves table in the “oil and gas reserves” part of the “supplemental information on oil and gas exploration and production activities” portion of the financial section of this report due to volumes consumed or flared.,environmental,none
634,2 million tonnes per year gross liquefied natural gas capacity and 2.,environmental,none
654,"the first two trains and the domestic gas plant of the co-venturer-operated gorgon jansz liquefied natural gas project started up in 2016, and construction activities continued on the third train.",environmental,action
670,"worldwide, we are contractually committed to deliver approximately 94 million barrels of oil and 2,500 billion cubic feet of natural gas for the period from 2017 through 2019.",environmental,action
698,argentina the federal hydrocarbon law was amended in december 2014.,environmental,none
736,"omls granted under the 1969 petroleum act, which include all deepwater omls, have a maximum term of 20 years without distinction for onshore or offshore location and are renewable, upon 12 months’ written notice, for another period of 20 years.",environmental,none
813,2   -   0.,environmental,none
847,2   0.,environmental,none
848,2   0.,environmental,none
855,2   2.,environmental,none
866,"      legal proceedings on december 8, 2016, the texas commission on environmental quality contacted the corporation concerning alleged violations of the texas clean air act, certain implementing regulations, and the applicable new source review permit in connection with exceedances of the nitrogen oxide emission limit at a compressor engine and volatile organic compound emission limits at tanks 21 and 23 at the corporation’s former king ranch gas plant.",environmental,none
868,"additionally, the tceq identified deficiencies in a refinery continuous emissions monitoring system relative accuracy test audit procedure.",environmental,none
870,"emoc previously paid the agreed $100,430 fine to the tceq, and on november 28, 2016, emoc made a $100,429 payment for the benefit of the southeast texas regional planning commission for the meteorological and air monitoring network project, thereby satisfying all remaining financial obligations under the agreed order and concluding this matter.",environmental,none
919, neil w.,environmental,none
979,"woodbury was vice president, safety, security, health and environment of exxon mobil corporation july 1, 2011 – august 31, 2014.",environmental,none
1095,"2,678   2,723     total 2,365   2,345       total 4,269   4,432                                     natural gas production available for sale         petroleum product sales           united states 3,078   3,147     united states 2,250   2,521   non-u.",environmental,none
1123,2   28.,environmental,none
1137,2   6.,environmental,none
1230,   gas converted to oil-equivalent at 6 million cubic feet = 1 thousand barrels.,environmental,none
1264,"the corporation’s accounting and financial reporting fairly reflect its straightforward business model involving the extracting, manufacturing and marketing of hydrocarbons and hydrocarbon-based products.",environmental,none
1266,"exxonmobil, with its resource base, financial strength, disciplined investment approach and technology portfolio, is well‑positioned to participate in substantial investments to develop new energy supplies.",environmental,action
1274,"business environment and risk assessment long-term business outlook by 2040, the world’s population is projected to grow to approximately 9 billion people, or about 1.",environmental,none
1277,"as economies and populations grow, and as living standards improve for billions of people, the need for energy will continue to rise.",environmental,none
1278,"even with significant efficiency gains, global energy demand is projected to rise by about 25 percent from 2015 to 2040.",environmental,none
1280,"as expanding prosperity drives global energy demand higher, increasing use of energy‑efficient technologies and practices as well as lower-emission fuels will continue to help significantly reduce energy consumption and emissions per unit of economic output over time.",environmental,action
1281,"substantial efficiency gains are likely in all key aspects of the world’s economy through 2040, affecting energy requirements for transportation, power generation, industrial applications, and residential and commercial needs.",environmental,none
1282,"energy for transportation – including cars, trucks, ships, trains and airplanes – is expected to increase by about 25 percent from 2015 to 2040.",environmental,none
1283,the growth in transportation energy demand is likely to account for approximately 60 percent of the growth in liquid fuels demand worldwide over this period.,environmental,none
1284,"nearly all the world’s transportation fleets will continue to run on liquid fuels, which are abundant, widely available, easy to transport, and provide a large quantity of energy in small volumes.",environmental,none
1285,"demand for electricity around the world is likely to increase approximately 60 percent from 2015 to 2040, led by a doubling of demand in developing countries.",environmental,none
1286,"consistent with this projection, power generation is expected to remain the largest and fastest‑growing major segment of global energy demand.",environmental,none
1287,meeting the expected growth in power demand will require a diverse set of energy sources.,environmental,none
1288,"the share of coal‑fired generation is likely to decline to less than 30 percent of the world’s electricity in 2040, versus about 40 percent in 2015, in part as a result of policies to improve air quality as well as reduce greenhouse gas emissions to address the risks of climate change.",environmental,none
1289,"from 2015 to 2040, the amount of electricity generated using natural gas, nuclear power, and renewables is likely to approximately double, and account for 90 percent of the growth in electricity supplies.",environmental,none
1290,"by 2040, coal, natural gas and renewables are projected to each be generating in the range of 25-30 percent of electricity worldwide, although significant differences will exist across regions reflecting a wide range of factors including the cost and availability of energy types.",environmental,none
1291,"liquid fuels provide the largest share of global energy supplies today reflecting broad-based availability, affordability, ease of distribution, and fitness as a practical solution to meet a wide variety of needs.",environmental,none
