,text,environmental,action
37,"their principal business is energy, involving exploration for, and production of, crude oil and natural gas, manufacture of petroleum products and transportation and sale of crude oil, natural gas and petroleum products.",environmental,none
64,"throughout exxonmobil’s businesses, new and ongoing measures are taken to prevent and minimize the impact of our operations on air, water and ground.",environmental,action
65,"these include a significant investment in refining infrastructure and technology to manufacture clean fuels, as well as projects to monitor and reduce nitrogen oxide, sulfur oxide and greenhouse gas emissions, and expenditures for asset retirement obligations.",environmental,action
66,"using definitions and guidelines established by the american petroleum institute, exxonmobil’s 2017 worldwide environmental expenditures for all such preventative and remediation steps, including exxonmobil’s share of equity company expenditures, were $4.",environmental,none
103,"a number of countries limit access to their oil and gas resources, or may place resources off-limits from development altogether.",environmental,none
110,"some countries in which we do business lack well-developed legal systems, or have not yet adopted, or may be unable to maintain, clear regulatory frameworks for oil and gas development.",environmental,none
119,climate change and greenhouse gas restrictions.,environmental,none
120,"due to concern over the risks of climate change, a number of countries have adopted, or are considering the adoption of, regulatory frameworks to reduce greenhouse gas emissions.",environmental,action
121,"these include adoption of cap and trade regimes, carbon taxes, restrictive permitting, increased efficiency standards, and incentives or mandates for renewable energy.",environmental,action
122,"these requirements could make our products more expensive, lengthen project implementation times, and reduce demand for hydrocarbons, as well as shift hydrocarbon demand toward relatively lower-carbon sources such as natural gas.",environmental,none
123,"current and pending greenhouse gas regulations or policies may also increase our compliance costs, such as for monitoring or sequestering emissions.",environmental,none
124,government sponsorship of alternative energy.,environmental,action
125,many governments are providing tax advantages and other subsidies to support alternative energy sources or are mandating the use of specific fuels or technologies.,environmental,action
126,governments and others are also promoting research into new technologies to reduce the cost and increase the scalability of alternative energy sources.,environmental,action
128,"our research projects focus on developing algae-based biofuels, carbon capture and storage, breakthrough energy efficiency processes, advanced energy-saving materials, and other technologies.",environmental,action
129,"for example, exxonmobil is working with fuel cell energy inc.",environmental,action
130,to explore using carbonate fuel cells to economically capture co2 emissions from gas-fired power plants.,environmental,action
131,our future results may depend in part on the success of our research efforts and on our ability to adapt and apply the strengths of our current business model to providing the energy products of the future in a cost-competitive manner.,environmental,action
148,"to maintain our competitive position, especially in light of the technological nature of our businesses and the need for continuous efficiency improvement, exxonmobil’s research and development organizations must be successful and able to adapt to a changing market and policy environment, including developing technologies to help reduce greenhouse gas emissions.",environmental,action
149,"safety, business controls, and environmental risk management.",environmental,none
151,we apply rigorous management systems and continuous focus to workplace safety and to avoiding spills or other adverse environmental events.,environmental,action
153,"similarly, we are implementing cost-effective new technologies and adopting new operating practices to reduce air emissions, not only in response to government requirements but also to address community priorities.",environmental,action
159,"such cybersecurity disruptions could cause physical harm to people or the environment; damage or destroy assets; compromise business systems; result in proprietary information being altered, lost, or stolen; result in employee, customer, or third-party information being compromised; or otherwise disrupt our business operations.",environmental,none
162,"our operations may be disrupted by severe weather events, natural disasters, human error, and similar events.",environmental,none
163,"for example, hurricanes may damage our offshore production facilities or coastal refining and petrochemical plants in vulnerable areas.",environmental,none
164,"our facilities are designed, constructed, and operated to withstand a variety of extreme climatic and other conditions, with safety factors built in to cover a number of engineering uncertainties, including those associated with wave, wind, and current intensity, marine ice flow patterns, permafrost stability, storm surge magnitude, temperature extremes, extreme rain fall events, and earthquakes.",environmental,none
165,our consideration of changing weather conditions and inclusion of safety factors in design covers the engineering uncertainties that climate change and other events may potentially introduce.,environmental,none
166,our ability to mitigate the adverse impacts of these events depends in part upon the effectiveness of our robust facility engineering as well as our rigorous disaster preparedness and response and business continuity planning.,environmental,none
206,"this group also maintains the official company reserves estimates for exxonmobil’s proved reserves of crude oil, natural gas liquids, bitumen, synthetic oil, and natural gas.",environmental,none
224,2 goeb reported in proved reserves.,environmental,none
269,"88       natural gas, per thousand cubic feet   2.",environmental,none
298,"81       natural gas, per thousand cubic feet   2.",environmental,none
320,"70       natural gas, per thousand cubic feet   2.",environmental,none
356,"99       natural gas, per thousand cubic feet   1.",environmental,none
385,"87       natural gas, per thousand cubic feet   2.",environmental,none
407,"56       natural gas, per thousand cubic feet   1.",environmental,none
443,"16       natural gas, per thousand cubic feet   1.",environmental,none
